Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.DraggerFramework.HotkeyHelp.HoldOrientation,,,Use initial orientation,Use initial orientation,استخدام الاتجاه الأصلي,Anfängliche Ausrichtung verwenden,Usar orientación inicial,Utiliser l'orientation initiale,शुरुआती ओरिएंटेशन इस्तेमाल करें,Gunakan orientasi awal,Usa l'orientamento iniziale,初期配向を使う,초기 방향 사용,Użyj orientacji początkowej,Utilizar a orientação inicial,,ใช้การจัดวางริ่มต้น,İlk yönü kullan,Sử dụng hướng ban đầu,使用初始方向,使用初始方向,使用初始方向
Studio.DraggerFramework.HotkeyHelp.UnholdOrientation,,,Use surface orientation,Use surface orientation,استخدام اتجاه السطح,Oberflächenausrichtung verwenden,Usar orientación de la superficie,Utiliser l'orientation de la surface,सर्फे़स ओरिएंटेशन इस्तेमाल करें,Gunakan orientasi permukaan,Usa l'orientamento della superficie,表面の配向を使う,표면 방향 사용,Użyj orientacji powierzchni,Usar a orientação da superfície,,ใช้การจัดวางพื้นผิว,Yüzey yönünü kullan,Sử dụng hướng bề mặt,使用表面方向,使用表面方向,使用表面方向
Studio.DraggerFramework.HotkeyHelp.SummonHandles,,,Summon Handles,Summon Handles,استدعاء المقابض,Ziehpunkte aufrufen,Invocar controladores,Appeler les contrôleurs,हैंडल ऐक्टिवेट करें,Panggil Handel,Richiamare i controller,ハンドル召喚,핸들 소환,Wywołaj uchwyty,Invocar alças,,เรียก Handle,Tutamaç çağır,Triệu Hồi Tay Cầm,召唤手柄,召唤手柄,召喚手把
Studio.DraggerFramework.HotkeyHelp.ToggleSnap,,,Toggle Snapping,Toggle Snapping,تبديل الالتقاط,Einrasten umschalten,Alternar ajuste,Activer/désactiver l'accrochage,'स्नैपिंग' को टॉगल करें,Nyalakan/matikan Snapping,Attiva/disattiva aggancio,切り替えボタン装着,스내핑 전환,Wł./wył. przyciąganie,Ativar/desativar encaixe,,เปิด/ปิดการ Snap,Tutturmayı aç/kapa,Bật/tắt tính năng Bám,切换自动整理,切换自动整理,切換貼齊
Studio.DraggerFramework.HotkeyHelp.Escape,,,Exit tool,Exit tool,أداة الخروج,Tool schließen,Salir de herramienta,Quitter l'outil,'बाहर निकलें' टूल,Alat keluar,Esci dallo strumento,退出ツール,도구 나가기,Zamknij narzędzie,Sair da ferramenta,,ออกจากเครื่องมือ,Araçtan çık,Thoát công cụ,退出工具,退出工具,離開工具
Studio.DraggerFramework.HotkeyHelp.EnablePartPassthrough,,,Enable Part Passthrough,Enable Part Passthrough,تمكين Part Passthrough,Teile-Durchlässigkeit aktivieren,Activar pasaje de piezas,Activer le passage des pièces,पार्ट पासथ्रू चालू करें,Aktifkan Passthrough Komponen,Abilita trasparenza parte,パーツ通過を有効化,파트 통과 활성화,Włącz przenikanie części,Ativar passagem de parte,,เปิดใช้งานการทะลุผ่านส่วนประกอบ,Parçadan Geçişi etkinleştir,Bật Passthrough Từng Phần,启用穿透部件,启用穿透部件,啟用穿透零件
Studio.DraggerFramework.HotkeyHelp.DisablePartPassthrough,,,Disable Part Passthrough,Disable Part Passthrough,تعطيل Part Passthrough,Teile-Durchlässigkeit deaktivieren,Desactivar atravesamiento de pieza,Désactiver la saisie des pièces,पार्ट पासथ्रू बंद करें,Nonaktifkan Passthrough Komponen,Disabilita trasparenza parte,パーツ通過を無効化,파트 통과 비활성화,Wyłącz przenikanie części,Desativar passagem de parte,,ปิดใช้งานการทะลุผ่านส่วนประกอบ,Parçadan Geçişi devre dışı bırak,Tắt Passthrough Từng Phần,禁用穿透部件,禁用穿透部件,停用穿透零件
Studio.DraggerFramework.HotkeyHelp.EnableConstraintVisualization,,,Enable Constraint Visualization,Enable Constraint Visualization,تمكين تصور القيد,Visualisierung der Beschränkung aktivieren,Activar visualización de restricciones,Activer la visualisation des contraintes,कंस्ट्रेंट विज़ुअलाइज़ेशन चालू करें,Aktifkan Visualisasi Constraint,Abilita visualizzazione vincoli,拘束可視化を有効化,제약 시각화 활성화,Włącz wizualizację ograniczeń,Ativar visualização de restrição,,เปิดใช้งานการแสดงผล Constraint,Kısıtlama Görselleştirmeyi etkinleştir,Bật Hiển Thị Ràng Buộc,启用约束可视化,启用约束可视化,啟用限制式視覺效果
Studio.DraggerFramework.HotkeyHelp.EnableWeldVisualization,,,Enable Weld Visualization,Enable Weld Visualization,تمكين تصور لحم الأجزاء,Visualisierung der Kopplung aktivieren,Activar visualización de soldadura,Activer la visualisation des soudures,वेल्ड विज़ुअलाइज़ेशन चालू करें,Aktifkan Visualisasi Sambungan,Abilita visualizzazione saldature,溶接可視化を有効化,접합 시각화 활성화,Włącz wizualizację spawów,Ativar visualização da solda,,เปิดใช้งานการแสดงผลการเชื่อมต่อ,Kaynak Görselleştirmeyi etkinleştir,Bật Hiển Thị Mối Nối,启用焊接可视化,启用焊接可视化,啟用接合視覺效果
Studio.DraggerFramework.HotkeyHelp.DisableWeldVisualization,,,Disable Weld Visualization,Disable Weld Visualization,تعطيل تصور لحم الأجزاء,Visualisierung der Kopplung deaktivieren,Desactivar visualización de soldadura,Désactiver la visualisation de soudure,वेल्ड विज़ुअलाइज़ेशन बंद करें,Nonaktifkan Visualisasi Sambungan,Disabilita visualizzazione saldature,溶接可視化を無効化,접합 시각화 비활성화,Wyłącz wizualizację spawów,Desativar visualização da solda,,ปิดใช้งานการแสดงผลการเชื่อมต่อ,Kaynak Görselleştirmeyi devre dışı bırak,Tắt Hiển Thị Mối Nối,禁用焊接可视化,禁用焊接可视化,停用接合視覺效果
Studio.DraggerFramework.HotkeyHelp.DisableConstraintVisualization,,,Disable Constraint Visualization,Disable Constraint Visualization,تعطيل تصور القيد,Visualisierung der Beschränkung deaktivieren,Desactivar visualización de restricciones,Désactiver la visualisation des contraintes,कंस्ट्रेंट विज़ुअलाइज़ेशन बंद करें,Nonaktifkan Visualisasi Constraint,Disabilita visualizzazione vincoli,拘束可視化を無効化,제약 시각화 비활성화,Wyłącz wizualizację ograniczeń,Desativar visualização de restrições,,ปิดใช้งานการแสดงผล Constraint,Kısıtlama Görselleştirmeyi devre dışı bırak,Tắt Hiển Thị Ràng Buộc,禁用约束可视化,禁用约束可视化,停用限制式視覺效果
Studio.DraggerFramework.HotkeyHelp.EnableMultipleConstraintMode,,,Enable Multiple Constraint Mode,Enable Multiple Constraint Mode,تمكين وضع القيود المتعددة,Mehrfachbeschränkungsmodus aktivieren,Activar modo de restricción múltiple,Activer le mode de contraintes multiples,मल्टीपल कंस्ट्रेंट मोड चालू करें,Aktifkan Mode Beberapa Constraint,Abilita modalità di vincolo multiplo,複数拘束モードを有効化,복수 제약 모드 활성화,Włącz tryb z wieloma ograniczeniami,Ativar modo de restrição múltipla,,เปิดใช้งานหลายโหมด Constraint,Çoklu Kısıtlama Modunu etkinleştir,Bật Chế Độ Nhiều Ràng Buộc,启用多重约束模式,启用多重约束模式,啟用多重限制式模式
Studio.DraggerFramework.HotkeyHelp.DisableMultipleConstraintMode,,,Disable Multiple Constraint Mode,Disable Multiple Constraint Mode,تعطيل وضع القيود المتعددة,Mehrfachbeschränkungsmodus deaktivieren,Desactivar modo de restricción múltiple,Désactiver le mode de contrainte multiple,मल्टीपल कंस्ट्रेंट मोड बंद करें,Nonaktifkan Mode Beberapa Constraint,Disabilita modalità di vincolo multiplo,複数拘束モードを無効化,복수 제약 모드 비활성화,Wyłącz tryb z wieloma ograniczeniami,Desativar o modo de restrição múltipla,,ปิดการใช้งานหลายโหมด Constraint,Çoklu Kısıtlama Modunu devre dışı bırak,Tắt Chế Độ Nhiều Ràng Buộc,禁用多重约束模式,禁用多重约束模式,停用多重限制式模式
