Studio.Debugger.Callstack.SelectInputPlaceholderText,,,Select Script,Select Script,تحديد النص البرمجي,Skript auswählen,Seleccionar script,Sélectionner le script,स्क्रिप्ट चुनें,Pilih Skrip,Seleziona script,スクリプトを選択,스크립트 선택,Zaznacz skrypt,Selecionar script,Выбрать скрипт,เลือกสคริปต์,Betik seç,Chọn Kịch Bản,选择脚本,选择脚本,選擇指令碼
Studio.Debugger.EditDebugpoint.TitleLine,,,line {LineNumber:int},line {LineNumber:int},السطر {LineNumber:int},Zeile {LineNumber:int},línea {LineNumber:int},ligne {LineNumber:int},लाइन {LineNumber:int},baris {LineNumber:int},riga {LineNumber:int},{LineNumber:int} 行目,{LineNumber:int}줄,wiersz {LineNumber:int},linha {LineNumber:int},,บรรทัด {LineNumber:int},satır {LineNumber:int},dòng {LineNumber:int},第 {LineNumber:int} 行,第 {LineNumber:int} 行,第 {LineNumber:int} 行
Studio.Debugger.EditDebugpoint.ConditionLabel,,,Condition,Condition,الحالة,Bedingung,Condición,Condition,स्थिति,Kondisi,Condizione,条件,조건,Warunek,Condição,,เงื่อนไข,Koşul,Điều Kiện,条件,条件,條件
Studio.Debugger.EditDebugpoint.LogLabel,,,Log Message,Log Message,رسالة السجل,Protokoll-Nachricht,Mensaje de registro,Message de journal,मैसेज लॉग करें,Pesan Log,Messaggio di registro,ログメッセージ,로그 메시지,Wiadomość dziennika,Mensagens de registro,,ข้อความบันทึก,Günlük Mesajı,Thông Điệp Nhật Ký,日志信息,日志信息,紀錄訊息
Studio.Debugger.EditDebugpoint.OptionsLabel,,,Options,Options,الخيارات,Optionen,Opciones,Options,ऑप्शन,Opsi,Opzioni,オプション,옵션,Opcje,Opções,Варианты,ตัวเลือก,Seçenekler,Tùy Chọn,选项,选项,選項
Studio.Debugger.EditDebugpoint.Cancel,,,Cancel,Cancel,إلغاء,Abbrechen,Cancelar,Annuler,कैंसिल करें,Batalkan,Annulla,キャンセル,취소,Anuluj,Cancelar,Отмена,ยกเลิก,İptal,Hủy Bỏ,取消,取消,取消
Studio.Debugger.EditDebugpoint.Save,,,Save,Save,حفظ,Speichern,Guardar,Sauvegarder,सेव करें,Simpan,Salva,保存,저장,Zapisz,Salvar,Сохранить,บันทึก,Kaydet,Lưu,保存,保存,儲存
Studio.Debugger.EditDebugpoint.EnabledLabel,,,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,èAbilitato,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,isEnabled,Đã Được Bật,isEnabled,isEnabled,isEnabled
Studio.Debugger.EditDebugpoint.LogPlaceholder,,,Enter log message(s),Enter log message(s),الدخول إلى سجل الرسائل,Protokoll-Nachricht(en) eingeben,Insertar mensajes de registro,Entrer le(s) message(s) du journal,लॉग मैसेज डालें,Masukkan pesan log,Inserisci messaggio/i di registro,ログメッセージを入力,로그 메시지 입력,Wprowadź wiadomości dziennika,Insira mensagens de registro,,ใส่ข้อความบันทึก,Günlük mesaj(lar)ı gir,Nhập (các) thông điệp nhật ký,输入日志信息,输入日志信息,輸入記錄訊息
Studio.Debugger.EditDebugpoint.ConditionPlaceholder,,,Enter condition(s),Enter condition(s),الدخول إلى الشروط,Bedingung(en) eingeben,Insertar condiciones,Entrer les condition(s),कन्डीशन डालें,Masukkan kondisi,Inserisci condizione/i,条件を入力,조건 입력,Wprowadź warunki,Insira condições,,ใส่เงื่อนไข,Koşul(lar) gir,Nhập (các) điều kiện,输入条件,输入条件,輸入條件
Studio.Debugger.EditDebugpoint.LogTooltip,,,Log message will be displayed in Output widget when a Logpoint is hit.,Log message will be displayed in Output widget when a Logpoint is hit.,سيتم عرض رسالة السجل في widget الإخراج عند الوصول إلى نقطة السجل.,"Die Protokollnachricht wird im Ausgabe-Widget angezeigt, wenn ein Protokollpunkt getroffen wird.",El mensaje de registro se mostrará en el widget de salida cuando se alcance un punto de registro.,Le message du journal s'affichera dans le widget de sortie lorsqu'un point de log est touché.,"Logpoint हिट होने पर, आउटपुट विजेट में लॉग मैसेज दिखेगा.",Pesan log akan ditampilkan di widget Output saat Logpoint ditemukan.,Il messaggio di registro verrà mostrato nel widget di Output quando viene colpito un logpoint.,ログメッセージは、Logpoint に達したときに出力ウィジェットで表示されます。,Logpoint에 도달하면 출력 위젯에 로그 메시지가 표시됩니다.,Wiadomość dziennika zostanie wyświetlona w widżecie okno wyjścia po osiągnięciu punktu logowania.,Mensagens de registro serão mostrada no widget de saída quando chegar a um Logpoint.,,ข้อความบันทึกจะแสดงอยู่ในวิดเจ็ตเอาต์พุตเมื่อกด Logpoint,Bir Günlüğe Kaydetme Noktasına isabet edildiğinde Çıkış pencere öğesinde günlük mesajı görüntülenir.,Thông điệp nhật ký sẽ được hiển thị trong tiện ích Output khi nhấn một Điểm Ghi Nhật Ký.,当触发日志点时，日志信息将显示在输出控件中。,当触发日志点时，日志信息将显示在输出控件中。,擊中紀錄點時，輸出小工具將會顯示紀錄訊息。
Studio.Debugger.BreakpointsWindow.WindowName,,,Breakpoints,Breakpoints,نقاط التوقف,Haltepunkte,Puntos de interrupción,Points de rupture,ब्रेकपॉइंट,Breakpoint,Breakpoint,ブレークポイント,중단점,Punkty przerwania,Pontos de interrupção,,Breakpoint,Kesme Noktaları,Điểm Dừng,断点,断点,斷點
Studio.Debugger.BreakpointsWindow.EnabledColumn,,,Enabled,Enabled,ممكّن,Aktiviert,Activada,Activé,चालू है,Diaktifkan,Abilitato,有効化済み,활성화됨,Włączono,Ativado,,เปิดใช้งานแล้ว,Etkin,Đã Bật,已启用,已启用,已啟用
Studio.Debugger.BreakpointsWindow.LineColumn,,,Line,Line,سطر,Zeile,Línea,Lignes,लाइन,Baris,Riga,行,줄,Wiersz,Linha,,บรรทัด,Satır,Dòng,行,行,行
Studio.Debugger.BreakpointsWindow.ScriptColumn,,,Script,Script,برنامج نصي,Skript,Script,Script,स्क्रिप्ट,Skrip,Script,スクリプト,스크립트,Skrypt,Script,,สคริปต์,Betik,Kịch Bản,脚本,脚本,指令碼
Studio.Debugger.BreakpointsWindow.SourceLineColumn,,,Source Line,Source Line,السطر المصدر,Quellzeile,Línea fuente,Ligne source,सोर्स लाइन,Baris Sumber,Riga sorgente,ソース行,소스 줄,Wiersz źródłowy,Linha fonte,,บรรทัดแหล่งที่มา,Kaynak Satır,Dòng Nguồn,源行,源行,原始行
Studio.Debugger.BreakpointsWindow.ConditionColumn,,,Condition,Condition,الحالة,Bedingung,Condición,Condition,स्थिति,Kondisi,Condizione,条件,조건,Warunek,Condição,,เงื่อนไข,Koşul,Điều Kiện,条件,条件,條件
Studio.Debugger.BreakpointsWindow.LogMessageColumn,,,Log Message,Log Message,رسالة السجل,Protokoll-Nachricht,Mensaje de registro,Message du journal,मैसेज लॉग करें,Pesan Log,Messaggio di registro,ログメッセージ,로그 메시지,Wiadomość dziennika,Mensagens de registro,,ข้อความบันทึก,Günlük Mesajı,Thông Điệp Nhật Ký,日志信息,日志信息,紀錄訊息
Studio.Debugger.Watch.AllScopes,,,All Scopes,All Scopes,جميع النطاقات,Alle Bereiche,Todos los ámbitos,Tous les champs,सभी स्कोप,Semua Lingkup,Tutte le portate,すべての範囲,모든 범위,Wszystkie zakresy,Todos os escopos,,ขอบเขตทั้งหมด,Tüm Kapsamlar,Tất Cả Phạm Vi,所有域,所有域,所有範圍
Studio.Debugger.Watch.Local,,,Local,Local,محلي,Lokal,Local,Local,लोकल,Lokal,Locale,ローカル,로컬,Lokalne,Local,,ในเครื่อง,Yerel,Cục Bộ,本地,本地,本機
Studio.Debugger.Watch.Upvalue,,,Upvalue,Upvalue,القيمة الأولى,Upvalue,Upvalue,Upvalue,अपवैल्यू,Upvalue,Valore su,Upvalue,Upvalue,Upvalue,Upvalue,Upvalue,เพิ่มค่า,Üst Değer,Upvalue,上值,上值,外部區域變數
Studio.Debugger.Watch.Global,,,Global,Global,عمومي,Global,Global,Globale,ग्लोबल,Global,Globale,グローバル,전역,Globalne,Global,,Global,Genel,Toàn Cục,全局,全局,全域
Studio.Debugger.Watch.DropdownButtonText,,,{NumScopes:int} Scopes,{NumScopes:int} Scopes,{NumScopes:int} (نطاق),{NumScopes:int} Bereiche,{NumScopes:int} ámbitos,{NumScopes:int} Scopes,{NumScopes:int} स्कोप,{NumScopes:int} Lingkup,{NumScopes:int} portate,{NumScopes:int} 範囲,{NumScopes:int} 범위,Liczba zakresów: {NumScopes:int},{NumScopes:int} Escopos,,{NumScopes:int} ขอบเขต,{NumScopes:int} Kapsam,{NumScopes:int} Phạm Vi,{NumScopes:int} 域,{NumScopes:int} 域,{NumScopes:int} 範圍
Studio.Debugger.Watch.WindowName,,,Watch,Watch,مشاهدة,Überwachung,Inspeccionar,Voir,देखें,Periksa,Osserva,観察,조사식,Obserwuj,Observar,,ติดตาม,İzle,Theo Dõi,监视,监视,監看
Studio.Debugger.Watch.VariablesTab,,,Variables,Variables,المتغيرات,Variablen,Variables,Variables,वेरिएबल्स,Variabel,Variabili,変数,변수,Zmienne,Variáveis,,ตัวแปร,Değişkenler,Biến,变量,变量,變數
Studio.Debugger.Watch.WatchesTab,,,My Watches,My Watches,المراقبة الخاصة بي,Meine Überwachungen,Mis inspecciones,Mes veilles,मेरी घड़ियाँ,Pemeriksaan Saya,Le mie osservazioni,観察中,내 조사식,Moje obserwowane,Minhas observações,,การติดตามของฉัน,İzlemelerim,Đồng Hồ Của Tôi,我的监视,我的监视,我的監看
Studio.Debugger.Watch.NameColumn,,,Name,Name,الاسم,Name,Nombre,Nom ,नाम,Nama,Nome,名前,이름,Nazwa,Nome,Имя,ชื่อ,Ad,Tên,名称,名称,名稱
Studio.Debugger.Watch.ExpressionColumn,,,Expression,Expression,التعبير,Ausdruck,Expresión,Expression,एक्सप्रेशन,Ekspresi,Espressione,式,식,Wyrażenie,Expressão,,การแสดงออก,İfade,Biểu Thức,表达式,表达式,運算式
Studio.Debugger.Watch.ScopeColumn,,,Scope,Scope,النطاق,Bereich,Ámbito,Domaine,दायरा,Lingkup,Portata,範囲,범위,Zakres,Escopo,,ขอบเขต,Kapsam,Phạm Vi,域,域,範圍
Studio.Debugger.Watch.ValueColumn,,,Value,Value,القيمة,Wert,Valor,Valeur,वैल्यू,Nilai,Valore,値,값,Wartość,Valor,,ค่า,Değer,Giá Trị,值,值,值
Studio.Debugger.Watch.DataTypeColumn,,,Data Type,Data Type,نوع البيانات,Datentyp,Tipo de datos,Type de données,डेटा का टाइप,Tipe Data,Tipo di dati,データタイプ,데이터 형식,Typ danych,Tipo de dado,,ประเภทข้อมูล,Veri Türü,Kiểu Dữ Liệu,数据类型,数据类型,資料類型
Studio.Debugger.Callstack.LayerColumn,,,Layer,Layer,طبقة,Ebene,Capa,Couche,"लेयर
",Layer,Strato,層,레이어,Warstwa,Camada,,ชั้น,Katman,Lớp,层,层,層
Studio.Debugger.Callstack.FunctionColumn,,,Function,Function,دالة,Funktion,Función,Fonction,फ़ंक्शन,Fungsi,Funzione,関数,함수,Funkcja,Função,Функция,ฟังก์ชัน,İşlev,Hàm,函数,函数,函式
Studio.Debugger.Callstack.LineColumn,,,Line,Line,سطر,Zeile,Línea,Ligne,लाइन,Baris,Riga,行,줄,Wiersz,Linha,,บรรทัด,Satır,Dòng,行,行,行
Studio.Debugger.Common.CopySelected,,,Copy Selected,Copy Selected,نسخ المحدد,Auswahl kopieren,Copiar seleccionado,Copie sélectionnée,चुने हुए को कॉपी करें,Salin Pilihan,Copia selezionato,選択範囲をコピー,선택 항목 복사,Skopiuj zaznaczone,Copiar seleção,Копировать выбранное,คัดลอกที่เลือก,Seçilenleri kopyala,Sao Chép Đối Tượng Đã Chọn,复制选定项,复制选定项,複製選取項目
Studio.Debugger.Common.DeleteSelected,,,Delete Selected,Delete Selected,حذف المحدد,Auswahl löschen,Eliminar seleccionado,Supprimer la sélection,चुने हुए को डिलीट करें,Hapus Pilihan,Elimina selezionato,選択範囲を削除,선택 항목 삭제,Usuń zaznaczone,Excluir seleção,Удалить выбранное,ลบที่เลือก,Seçilenleri sil,Xóa Đối Tượng Đã Chọn,删除选定项,删除选定项,刪除選取項目
Studio.Debugger.Common.SelectAll,,,Select All,Select All,تحديد الكل,Alles auswählen,Seleccionar todo,Tout sélectionner,सभी को चुनें,Pilih Semua,Seleziona tutto,すべて選択,모두 선택,Zaznacz wszystko,Selecionar tudo,Выбрать все,เลือกทั้งหมด,Tümünü seç,Chọn Tất Cả,全选,全选,全選
Studio.Debugger.BreakpointsWindow.EditBreakpoint,,,Edit Breakpoint,Edit Breakpoint,تعديل نقطة التوقف,Haltepunkt bearbeiten,Editar punto de interrupción,Modifier le point d'arrêt,ब्रेकपॉइंट एडिट करें,Edit Breakpoint,Modifica breakpoint,ブレークポイントを編集,중단점 편집,Edytuj punkt przerwania,Editar ponto de interrupção,,แก้ไข Breakpoint,Kesme Noktasını düzenle,Chỉnh Sửa Điểm Dừng,编辑断点,编辑断点,編輯斷點
Studio.Debugger.BreakpointsWindow.EnableBreakpoint,,,Enable Breakpoint,Enable Breakpoint,تمكين نقطة التوقف,Haltepunkt aktivieren,Activar punto de interrupción,Activer le point d'arrêt,ब्रेकपॉइंट चालू करें,Aktifkan Breakpoint,Abilita breakpoint,ブレークポイントを有効化,중단점 활성화,Włącz punkt przerwania,Ativar ponto de interrupção,,เปิดใช้งาน Breakpoint,Kesme Noktasını etkinleştir,Bật Điểm Dừng,启用断点,启用断点,啟用斷點
Studio.Debugger.BreakpointsWindow.DisableBreakpoint,,,Disable Breakpoint,Disable Breakpoint,تعطيل نقطة التوقف,Haltepunkt deaktivieren,Desactivar punto de interrupción,Désactiver le point de rupture,ब्रेकपॉइंट बंद करें,Nonaktifkan Breakpoint,Disabilita breakpoint,ブレークポイントを無効化,중단점 비활성화,Wyłącz punkt przerwania,Desativar ponto de interrupção,,ปิดใช้งาน Breakpoint,Kesme Noktasını devre dışı bırak,Tắt Điểm Dừng,停用断点,停用断点,停用斷點
Studio.Debugger.BreakpointsWindow.DeleteBreakpoint,,,Delete Breakpoint,Delete Breakpoint,حذف نقطة التوقف,Haltepunkt löschen,Eliminar punto de interrupción,Supprimer le point de rupture,ब्रेकपॉइंट डिलीट करें,Hapus Breakpoint,Elimina breakpoint,ブレークポイントを削除,중단점 삭제,Usuń punkt przerwania,Excluir ponto de interrupção,,ลบ Breakpoint,Kesme Noktasını sil,Xóa Điểm Dừng,删除断点,删除断点,刪除斷點
Studio.Debugger.BreakpointsWindow.EditLogpoint,,,Edit Logpoint,Edit Logpoint,تعديل نقطة السجل,Protokollpunkt bearbeiten,Editar punto de registro,Modifier le point d'entrée,लॉगपॉइंट एडिट करें,Edit Logpoint,Modifica logpoint,ログポイントを編集,로그 지점 편집,Edytuj punkt logowania,Editar ponto de registro,,แก้ไข Logpoint,Günlüğe Kaydetme Noktasını düzenle,Chỉnh Sửa Điểm Ghi Nhật Ký,编辑日志点,编辑日志点,編輯紀錄點
Studio.Debugger.BreakpointsWindow.EnableLogpoint,,,Enable Logpoint,Enable Logpoint,تمكين نقطة السجل,Protokollpunkt aktivieren,Activar punto de registro,Activer le point d'entrée,लॉगपॉइंट चालू करें,Aktifkan Logpoint,Abilita logpoint,ログポイントを有効化,로그 지점 활성화,Włącz punkt logowania,Ativar ponto de registro,,เปิดใช้งาน Logpoint,Günlüğe Kaydetme Noktasını etkinleştir,Bật Điểm Ghi Nhật Ký,启用日志点,启用日志点,啟用紀錄點
Studio.Debugger.BreakpointsWindow.DisableLogpoint,,,Disable Logpoint,Disable Logpoint,تعطيل نقطة السجل,Protokollpunkt deaktivieren,Desactivar punto de registro,Désactiver le point d'entrée,लॉगपॉइंट बंद करें,Nonaktifkan Logpoint,Disabilita logpoint,ログポイントを無効化,로그 지점 비활성화,Wyłącz punkt logowania,Desativar ponto de registro,,ปิดใช้งาน Logpoint,Günlüğe Kaydetme Noktasını devre dışı bırak,Tắt Điểm Ghi Nhật Ký,停用日志点,停用日志点,停用紀錄點
Studio.Debugger.BreakpointsWindow.DeleteLogpoint,,,Delete Logpoint,Delete Logpoint,حذف نقطة السجل,Protokollpunkt löschen,Eliminar punto de registro,Supprimer le point d'entrée,लॉगपॉइंट डिलीट करें,Hapus Logpoint,Elimina logpoint,ログポイントを削除,로그 지점 삭제,Usuń punkt logowania,Excluir ponto de registro,,ลบ Logpoint,Günlüğe Kaydetme Noktasını sil,Xóa Điểm Ghi Nhật Ký,删除日志点,删除日志点,刪除紀錄點
Studio.Debugger.Common.AddExpression,,,Add Expression,Add Expression,إضافة تعبير,Ausdruck hinzufügen,Añadir expresión,Ajouter expression,एक्सप्रेशन जोड़ें,Tambahkan Ekspresi,Aggiungi espressione,式を追加,식 추가,Dodaj wyrażenie,Adicionar expressão,,เพิ่มการแสดงออก,İfade ekle,Thêm Biểu Thức,添加表达式,添加表达式,新增運算式
Studio.Debugger.Common.EditExpression,,,Edit Expression,Edit Expression,تحرير التعبير,Ausdruck bearbeiten,Añadir expresión,Modifier l’expression,एक्सप्रेशन एडिट करें,Edit Ekspresi,Modifica espressione,式を編集,식 편집,Edytuj wyrażenie,Editar expressão,,แก้ไขการแสดงออก,İfadeyi düzenle,Chỉnh Sửa Biểu Thức,编辑表达式,编辑表达式,編輯運算式
Studio.Debugger.Common.EditBreakpoint,,,Edit Breakpoint,Edit Breakpoint,تعديل نقطة التوقف,Haltepunkt bearbeiten,Editar punto de interrupción,Modifier le point d'arrêt,ब्रेकपॉइंट एडिट करें,Edit Breakpoint,Modifica breakpoint,ブレークポイントを編集,중단점 편집,Edytuj punkt przerwania,Editar ponto de interrupção,,แก้ไข Breakpoint,Kesme Noktasını düzenle,Chỉnh Sửa Điểm Dừng,编辑断点,编辑断点,編輯斷點
Studio.Debugger.Common.EnableBreakpoint,,,Enable Breakpoint,Enable Breakpoint,تمكين نقطة التوقف,Haltepunkt aktivieren,Activar punto de interrupción,Activer le point d'arrêt,ब्रेकपॉइंट चालू करें,Aktifkan Breakpoint,Abilita breakpoint,ブレークポイントを有効化,중단점 활성화,Włącz punkt przerwania,Ativar ponto de interrupção,,เปิดใช้งาน Breakpoint,Kesme Noktasını etkinleştir,Bật Điểm Dừng,启用断点,启用断点,啟用斷點
Studio.Debugger.Common.DisableBreakpoint,,,Disable Breakpoint,Disable Breakpoint,تعطيل نقطة التوقف,Haltepunkt deaktivieren,Desactivar punto de interrupción,Désactiver point d'arrêt,ब्रेकपॉइंट बंद करें,Nonaktifkan Breakpoint,Disabilita breakpoint,ブレークポイントを無効化,중단점 비활성화,Wyłącz punkt przerwania,Desativar ponto de interrupção,,ปิดใช้งาน Breakpoint,Kesme Noktasını devre dışı bırak,Tắt Điểm Dừng,停用断点,停用断点,停用斷點
Studio.Debugger.Common.DeleteBreakpoint,,,Delete Breakpoint,Delete Breakpoint,حذف نقطة التوقف,Haltepunkt löschen,Eliminar punto de interrupción,Supprimer le point d’arrêt,ब्रेकपॉइंट डिलीट करें,Hapus Breakpoint,Elimina breakpoint,ブレークポイントを削除,중단점 삭제,Usuń punkt przerwania,Excluir ponto de interrupção,,ลบ Breakpoint,Kesme Noktasını sil,Xóa Điểm Dừng,删除断点,删除断点,刪除斷點
Studio.Debugger.Common.EditLogpoint,,,Edit Logpoint,Edit Logpoint,تعديل نقطة السجل,Protokollpunkt bearbeiten,Editar punto de registro,Modifier le point d'entrée,लॉगपॉइंट एडिट करें,Edit Logpoint,Modifica logpoint,ログポイントを編集,로그 지점 편집,Edytuj punkt logowania,Editar ponto de registro,,แก้ไข Logpoint,Günlüğe Kaydetme Noktasını düzenle,Chỉnh Sửa Điểm Ghi Nhật Ký,编辑日志点,编辑日志点,編輯紀錄點
Studio.Debugger.Common.EnableLogpoint,,,Enable Logpoint,Enable Logpoint,تمكين نقطة السجل,Protokollpunkt aktivieren,Activar punto de registro,Activer le point d'entrée,लॉगपॉइंट चालू करें,Aktifkan Logpoint,Abilita logpoint,ログポイントを有効化,로그 지점 활성화,Włącz punkt logowania,Ativar ponto de registro,,เปิดใช้งาน Logpoint,Günlüğe Kaydetme Noktasını etkinleştir,Bật Điểm Ghi Nhật Ký,启用日志点,启用日志点,啟用紀錄點
Studio.Debugger.Common.DisableLogpoint,,,Disable Logpoint,Disable Logpoint,تعطيل نقطة السجل,Protokollpunkt deaktivieren,Desactivar punto de registro,Désactiver le point d'entrée,लॉगपॉइंट बंद करें,Nonaktifkan Logpoint,Disabilita logpoint,ログポイントを無効化,로그 지점 비활성화,Wyłącz punkt logowania,Desativar ponto de registro,,ปิดใช้งาน Logpoint,Günlüğe Kaydetme Noktasını devre dışı bırak,Tắt Điểm Ghi Nhật Ký,停用日志点,停用日志点,停用紀錄點
Studio.Debugger.Common.DeleteLogpoint,,,Delete Logpoint,Delete Logpoint,حذف نقطة التوقف,Protokollpunkt löschen,Eliminar punto de registro,Supprimer le point d'entrée,लॉगपॉइंट डिलीट करें,Hapus Logpoint,Elimina logpoint,ログポイントを削除,로그 지점 삭제,Usuń punkt logowania,Excluir ponto de registro,,ลบ Logpoint,Günlüğe Kaydetme Noktasını sil,Xóa Điểm Ghi Nhật Ký,删除日志点,删除日志点,刪除紀錄點
Studio.Debugger.Callstack.AllColumns,,,All Columns,All Columns,جميع الأعمدة,Alle Spalten,Todas las columnas,Toutes les colonnes,सभी कॉलम,Semua Kolom,Tutte le colonne,すべての列,모든 열,Wszystkie kolumny,Todas as colunas,,คอลัมน์ทั้งหมด,Tüm Sütunlar,Tất Cả Các Cột,所有列,所有列,所有行
Studio.Debugger.Callstack.DropdownButtonText,,,{NumFields:int} Columns,{NumFields:int} Columns,{NumFields:int} أعمدة,{NumFields:int} Spalten,{NumFields:int} columnas,{NumFields:int} Colonnes,{NumFields:int} कॉलम,{NumFields:int} Kolom,{NumFields:int} colonne,{NumFields:int} 列,{NumFields:int} 열,Liczba kolumn: {NumFields:int},{NumFields:int} Colunas,,{NumFields:int} คอลัมน์,{NumFields:int} Sütun,{NumFields:int} Cột,{NumFields:int} 列,{NumFields:int} 列,{NumFields:int} 行
Studio.Debugger.Watch.DropdownFieldText,,,{NumFields:int} Scopes,{NumFields:int} Scopes,{NumFields:int} نطاق,{NumFields:int} Bereiche,{NumFields:int} ámbitos,{NumFields:int} Domaines,{NumFields:int} स्कोप,{NumFields:int} Lingkup,{NumFields:int} portate,{NumFields:int} 範囲,{NumFields:int} 범위,Liczba zakresów: {NumFields:int},{NumFields:int} Escopos,,{NumFields:int} ขอบเขต,{NumFields:int} Kapsam,{NumFields:int} Phạm Vi,{NumFields:int} 域,{NumFields:int} 域,{NumFields:int} 範圍
Studio.Debugger.BreakpointsWindow.ContinueExecutionColumn,,,Continue Execution,Continue Execution,متابعة التنفيذ,Ausführung fortsetzen,Continuar ejecución,Poursuivre l'exécution,एक्ज़ीक्यूशन जारी रखें,Lanjutkan Eksekusi,Continua esecuzione,実行を続ける,계속 실행,Kontynuuj wykonywanie,Continuar execução,,ดําเนินการต่อ,Yürütmeyi sürdür,Tiếp Tục Thực Hiện,继续执行,继续执行,繼續執行
