Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.PublishPlaceAs.PageTitle.Name,,,Name,Name,الاسم,Name,Nombre,Nom,नाम,Nama,Nome,名前,이름,Nazwa,Nome,Имя,ชื่อ,Ad,Tên,名称,名称,名稱
Studio.PublishPlaceAs.PageTitle.Description,,,Description,Description,الوصف,Beschreibung,Descripción,Description,विवरण,Deskripsi,Descrizione,説明,설명,Opis,Descrição,Описание,คำอธิบาย,Açıklama,Mô Tả,描述,描述,說明
Studio.PublishPlaceAs.PageTitle.Genre,,,Genre,Genre,نوع التجربة,Genre,Género,Genre,कैटगरी,Genre,Genere,ジャンル,장르,Gatunek,Gênero,Жанр,ประเภท,Tür,Thể Loại,主题,主题,類別
Studio.PublishPlaceAs.PageTitle.Devices,,,Devices,Devices,الأجهزة,Geräte,Dispositivos,Appareil,डिवाइस,Perangkat,Dispositivi,デバイス,기기,Urządzenia,Dispositivos,Устройства,อุปกรณ์,Cihazlar,Thiết Bị,设备,设备,裝置
Studio.PublishPlaceAs.Genre.All,,,All,All,الكل,Alle,Todos,Tout,सभी,Semua,Tutto,すべて,전체,Wszystko,Todos,Все,ทั้งหมด,Tümü,Tất Cả,全部,全部,全部
Studio.PublishPlaceAs.Genre.Adventure,,,Adventure,Adventure,مغامرات,Abenteuer,Aventura,Aventure,एडवेंचर,Petualangan,Avventura,アドベンチャー,모험,Przygodowe,Aventura,Приключения,ผจญภัย,Macera,Phiêu Lưu,冒险,冒险,探險
Studio.PublishPlaceAs.Genre.Tutorial,,,Building,Building,بناء,Bauen,Construcción,Construction,बिल्डिंग,Berkreasi,Edificio,建築,건설,Budynek,Construção,Постройки,ก่อสร้าง,İnşa Etme,Xây Dựng,建筑,建筑,建造
Studio.PublishPlaceAs.Genre.Funny,,,Comedy,Comedy,كوميديا,Comedy,Comedia,Humour,कॉमेडी,Komedi,Commedia,コメディ,코미디,Komediowe,Comédia,Комедия,ตลก,Komedi,Hài Hước,幽默,幽默,幽默
Studio.PublishPlaceAs.Genre.Ninja,,,Fighting,Fighting,قتال,Kampf,Lucha,Combat,फ़ाइटिंग,Pertarungan,Combattimento,格闘,격투,Bijatyki,Luta,Файтинг,ต่อสู้,Dövüş,Chiến Đấu,格斗,格斗,格鬥
Studio.PublishPlaceAs.Genre.FPS,,,FPS,FPS,FPS,Ego-Shooter,FPS,Tir subjectif,FPS,FPS,FPS,FPS,FPS,Strzelanki FPS,FPS,Шутер от первого лица,ยิงมุมมองบุคคลที่หนึ่ง,FPS,FPS,第一人称射击,第一人称射击,FPS
Studio.PublishPlaceAs.Genre.Scary,,,Horror,Horror,رعب,Horror,Horror,Horreur,हॉरर,Horor,Horror,ホラー,공포,Horror,Horror,Хоррор,สยองขวัญ,Korku,Kinh Dị,恐怖,恐怖,恐怖
Studio.PublishPlaceAs.Genre.Fantasy,,,Medieval,Medieval,العصور الوسطى,Mittelalter,Medieval,Médiéval,मेडीवल,Abad Pertengahan,Medievale,中世,중세,Osadzone w średniowieczu,Medieval,Средневековье,ยุคกลาง,Orta Çağ,Trung Cổ,中世纪,中世纪,中古
Studio.PublishPlaceAs.Genre.War,,,Military,Military,عسكري,Militär,Militar,Militaire,मिलिट्री,Militer,Militare,ミリタリー,군사,Wojenne,Militar,Войнушка,ทหาร,Askerî,Quân Đội,军事,军事,軍事
Studio.PublishPlaceAs.Genre.Pirate,,,Naval,Naval,بحري,Seefahrt,Naval,Naval,नेवल,Perang Kapal Laut,Navale,海軍,해군,Morskie,Naval,Морской флот,เกี่ยวกับเรือ,Denizcilik,Hải Quân,海军,海军,海洋
Studio.PublishPlaceAs.Genre.RPG,,,RPG,RPG,تقمّص الشخصيات,Rollenspiel,RPG,Jeu de rôle,RPG,RPG,GDR,RPG,RPG,RPG,RPG,Ролевая игра,สวมบทบาท,Rol Yapma Oyunu,RPG,角色扮演,角色扮演,RPG
Studio.PublishPlaceAs.Genre.SciFi,,,Sci-Fi,Sci-Fi,خيال علمي,Sci-Fi,Ciencia-ficción,SF,साइंस फ़िक्शन,Sci-Fi,Fantascienza,SF,SF,Sci-fi,Ficção científica,Фантастика,ไซไฟ,Bilim Kurgu,Khoa Học Viễn Tưởng,科幻,科幻,科幻
Studio.PublishPlaceAs.Genre.Sports,,,Sports,Sports,رياضة,Sport,Deportes,Sports,स्पोर्ट्स,Olahraga,Sport,スポーツ,스포츠,Sport,Esportes,Спорт,กีฬา,Spor,Thể Thao,体育,体育,體育
Studio.PublishPlaceAs.Genre.TownAndCity,,,Town and City,Town and City,البلدة والمدينة,Dorf und Stadt,Pueblo y ciudad,Villes,टाउन ऐंड सिटी,Kota Kecil dan Besar,Paese e città,都市開発,마을 및 도시,Miejskie,Urbano,Симулятор города,เมือง,Kasaba ve Şehir,Thành Thị,市镇,市镇,市鎮
Studio.PublishPlaceAs.Genre.WildWest,,,Western,Western,غربي,Western,Western,Western,वेस्टर्न,Koboi,Western,ウエスタン,서부극,Western,Faroeste,Вестерн,ตะวันตก,Kovboy Temalı,Viễn Tây,西部,西部,西部
Studio.PublishPlaceAs.Error.NameEmpty,,,Name cannot be empty.,Name cannot be empty.,لا يمكن أن يكون الاسم فارغًا.,Name darf nicht leer sein.,El nombre no puede estar vacío.,Le nom ne peut pas être vide.,नाम का फ़ील्ड खाली नहीं हो सकता.,Nama tidak boleh kosong.,Il nome non può essere vuoto.,名前を空欄にはできません。,이름은 비워둘 수 없습니다.,Nazwa nie może być pusta.,O nome não pode ficar vazio.,Имя не может быть пустым.,จำเป็นต้องกรอกชื่อ,Ad boş olamaz.,Không được để trống tên.,名称不能为空。,名称不能为空。,名稱不可空白。
Studio.PublishPlaceAs.Error.NameTooLong,,,{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1} de {2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2}
Studio.PublishPlaceAs.Error.NameModerated,,,The name didn't go through our moderation. Please revise it and try again.,The name didn't go through our moderation. Please revise it and try again.,لم يخضع الاسم للإشراف من جانبنا. يُرجى مراجعته والمحاولة مرة أخرى.,Der Name wurde von unserer Moderation nicht zugelassen. Bitte überprüfe ihn und versuche es erneut.,Se ha moderado el nombre. Modifícalo e inténtalo de nuevo.,Ce nom et cette description n'ont pas été approuvés par notre modération. Change-les et réessaie.,नाम हमारे मॉडरेशन से होकर नहीं गुज़रा. कृपया इसमें सुधार करके फिर से कोशिश करें.,Nama tidak lolos moderasi kami. Silakan revisi nama dan coba lagi.,Il nome non è stato approvato dai moderatori. Modificalo e riprova.,この名前は内容審査で承認されませんでした。修正してから、もう一度お試しください。,이름이 검열을 통과하지 못했어요. 수정한 후 다시 시도하세요.,Nazwa nie przeszła pozytywnie moderacji. Zmień ją i spróbuj ponownie.,O nome foi reprovado pela moderação. Revise-o e tente de novo.,"Имя не прошло модерацию. Пожалуйста, измените его и попробуйте еще раз.",ชื่อนี้ไม่ผ่านการกลั่นกรองของเรา โปรดแก้ไขและลองใหม่อีกครั้ง,"Ad, denetim aşamamızdan geçemedi. Lütfen gözden geçir ve tekrar dene.",Tên không qua kiểm duyệt của chúng tôi. Vui lòng sửa lại tên và thử lại.,此名称没有通过审核。请修改后再试一次。,此名称没有通过审核。请修改后再试一次。,名稱未通過審核，請修改後重新嘗試。
Studio.PublishPlaceAs.Error.DescriptionModerated,,,The description didn't go through our moderation. Please revise it and try again.,The description didn't go through our moderation. Please revise it and try again.,لم يخضع الوصف للإشراف من جانبنا. يُرجى مراجعته والمحاولة مرة أخرى.,Die Beschreibung wurde von unserer Moderation nicht zugelassen. Bitte überprüfe sie und versuche es erneut.,Se ha moderado la descripción. Modifícala e inténtalo de nuevo.,Cette description n'a pas été approuvée par notre modération. Change-la et réessaie.,विवरण हमारे मॉडरेशन से होकर नहीं गुज़रा. कृपया इसमें सुधार करके फिर से कोशिश करें.,Deskripsi tidak lolos moderasi kami. Silakan revisi deskripsi dan coba lagi.,La descrizione non è stata approvata dai moderatori. Modificala e riprova.,この概要（説明文）は内容審査で承認されませんでした。修正してから、もう一度お試しください。,설명이 검열을 통과하지 못했어요. 수정한 후 다시 시도하세요.,Opis nie przeszedł pozytywnie moderacji. Zmień go i spróbuj ponownie.,A descrição foi reprovada pela moderação. Revise-a e tente de novo.,"Описание не прошло модерацию. Пожалуйста, измените его и попробуйте еще раз.",คำอธิบายนี้ไม่ผ่านการกลั่นกรองของเรา โปรดแก้ไขและลองใหม่อีกครั้ง,"Açıklama, denetim aşamamızdan geçemedi. Lütfen gözden geçir ve tekrar dene.",Mô tả không qua kiểm duyệt của chúng tôi. Vui lòng sửa lại mô tả và thử lại.,此描述没有通过审核。请修改后再试一次。,此描述没有通过审核。请修改后再试一次。,說明未通過審核，請修改後重新嘗試。
Studio.PublishPlaceAs.Error.DescriptionTooLong,,,{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1} de {2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2},{1}/{2}
Studio.PublishPlaceAs.Error.NoDevices,,,You must select at least one playable device.,You must select at least one playable device.,يجب عليك تحديد جهاز تشغيل واحد على الأقل.,Du musst mindestens ein spielfähiges Gerät auswählen.,Debes seleccionar por lo menos un dispositivo compatible.,Vous devez sélectionner au moins un appareil utilisable.,आपको कम-से-कम एक खेलने लायक डिवाइस चुनना होगा.,Kamu harus memilih setidaknya satu perangkat yang bisa digunakan untuk bermain.,Devi selezionare almeno un dispositivo giocabile.,プレイ可能なデバイスを少なくとも1種類、選択する必要があります。,플레이 가능한 기기를 최소 1개 선택해야 합니다.,"Należy wybrać co najmniej jedno urządzenie, na którym można grać.",Você deve selecionar ao menos um dispositivo jogável.,Выберите устройство для воспроизведения.,คุณต้องเลือกอุปกรณ์ที่สามารถเล่นได้อย่างน้อยหนึ่งอุปกรณ์,En az bir oynanabilir cihaz seçmelisin.,Bạn phải chọn ít nhất 1 thiết bị có thể chơi.,你必须选择至少一种可玩设备。,你必须选择至少一种可玩设备。,必須選擇至少一個相容裝置。
Studio.PublishPlaceAs.ScreenHeader.ChooseGame,,,Choose an existing game to add this place,Choose an existing game to add this place,اختر لعبة موجودة لإضافة هذا المكان,"Wähle ein bestehendes Spiel aus, um diesen Ort hinzuzufügen",Elige un juego existente para añadir este lugar,Choisis un jeu existant pour ajouter à cet emplacement,इस प्लेस को जोड़ने के लिए कोई मौजूदा गेम चुनें,Pilih game yang sudah ada untuk ditambahkan ke tempat ini,Scegli un gioco esistente per aggiungere questa località,このプレースを追加する既存のゲームを1つ選択,이 플레이스를 추가할 기존 게임을 선택하세요,"Wybierz istniejącą grę, aby dodać to miejsce",Escolha um jogo existente para adicionar a este local,"Выберите, в какую из существующих игр добавить это место",เลือกเกมที่มีอยู่เพื่อเพิ่มสถานที่นี้,Bu mekânı eklemek için bir oyun seç,Chọn một trò chơi hiện có để thêm địa điểm này,选择现有游戏添加此场景,选择现有游戏添加此场景,選擇要加到此地點的既有遊戲
Studio.PublishPlaceAs.ScreenHeader.ChoosePlace,,,Overwrite or add a new place to {1},Overwrite or add a new place to {1},استبدال أو إضافة مكان جديد إلى {1},{1} überschreiben oder einen neuen Ort hinzufügen,Reemplazar o añadir un lugar nuevo a {1},Réécris quelque chose par dessus ou ajoute un nouvel emplacement sur {1},ओवरराइट करें या {1} में एक नया प्लेस जोड़ें,Timpa atau tambahkan tempat baru ke {1},Sovrascrivi o aggiungi una nuova località in {1},{1} に新しいプレースを上書きか追加する,덮어쓰거나 새 플레이스를 {1}에 추가하세요,Zastąp lub dodaj nowe miejsce w grze {1},Substituir e adicionar um novo local em {1},Перезаписать или добавить новое место в: {1},เขียนทับหรือเพิ่มสถานที่ใหม่ไปยัง {1},Üzerine yaz ya da {1} oyununa yeni mekân ekle,Ghi đè hoặc thêm một địa điểm mới vào {1},覆盖或向 {1} 添加一个新场景,覆盖或向 {1} 添加一个新场景,對 {1} 進行覆寫或新增地點
Studio.PublishPlaceAs.PublishSuccess.Success,,,Successfully published!,Successfully published!,تم النشر بنجاح!,Erfolgreich veröffentlicht!,¡Publicado correctamente!,Publié avec succès !,पब्लिश हो गया!,Berhasil dipublikasikan!,Pubblicazione riuscita!,公開できました！,게시 완료!,Opublikowano!,Publicado com sucesso!,Публикация выполнена!,เผยแพร่สำเร็จแล้ว!,Başarıyla yayınlandı!,Phát hành thành công!,发布成功！,发布成功！,發布成功！
Studio.PublishPlaceAs.PublishSuccess.FindInGame,,,You may find this place in {1},You may find this place in {1},قد تجد هذا المكان في {1},Du findest diesen Ort möglicherweise in {1},Puedes encontrar este lugar en {1},Tu trouveras cet emplacement dans {1},आपको यह प्लेस {1} में मिल सकता है,Kamu dapat menemukan tempat ini di {1},Puoi trovare questa località in {1},このプレースが見つかるまであと{1},이 플레이스는 {1}에서 찾을 수 있습니다,Możesz znaleźć to miejsce w obszarze {1},Você pode encontrar este local em {1},Место находится в: {1},คุณสามารถค้นหาสถานที่นี้ได้ใน {1},Bu mekânı {1} oyununda bulabilirsin,Bạn có thể tìm thấy địa điểm này trong {1},你可以在 {1} 中找到此场景,你可以在 {1} 中找到此场景,您可以在 {1} 找到此地點
Studio.PublishPlaceAs.PublishFail.Fail,,,Publish failed,Publish failed,تعذَّر النشر,Veröffentlichung fehlgeschlagen,Error en la publicación,Échec de la publication,पब्लिश नहीं किया जा सका,Publikasi gagal,Pubblicazione non riuscita,公開できませんでした,게시 실패,Nie udało się opublikować,Falha na publicação,Публикация не выполнена.,เผยแพร่ไม่สำเร็จ,Yayınlama başarısız,Phát hành không thành công,发布失败,发布失败,發布失敗
Studio.PublishPlaceAs.PublishFail.FailConfiguration,,,Could not publish configuration settings.,Could not publish configuration settings.,تعذَّر نشر إعدادات التكوين.,Konfigurationseinstellungen konnten nicht veröffentlicht werden.,No se pudieron publicar los ajustes de la configuración.,Impossible de publier les paramètres de configuration.,कॉन्फ़िगरेशन सेटिंग्स पब्लिश नहीं की जा सकीं.,Tidak bisa memublikasikan pengaturan konfigurasi.,Impossibile pubblicare impostazioni di configurazione.,環境設定を公開できませんでした。,구성 설정을 게시하지 못했습니다.,Nie można opublikować ustawień konfiguracji.,Não foi possível publicar os ajustes de configuração.,Не удалось опубликовать настройки конфигурации.,ไม่สามารถเผยแพร่การตั้งค่าการกำหนดค่าได้,Yapılandırma ayarları yayınlanamadı.,Không thể phát hành cài đặt cấu hình.,无法发布配置设置。,无法发布配置设置。,無法發布設定。
Studio.PublishPlaceAs.GroupDropdown.Me,,,Me,Me,أنا,Ich,Yo,Moi,मैं,Saya,Io,自分,나,Ja,Eu,,ฉัน,Ben,Tôi,我,我,我
Studio.PublishPlaceAs.PageTitle.Creator,,,Creator,Creator,المصمّم,Creator,Creador,Créateur,क्रिएटर,Kreator,Creatore,クリエーター,크리에이터,Twórca,Criador,,ครีเอเตอร์,Oluşturan,Nhà Sáng Tạo,创作者,创作者,創作者
Studio.PublishPlaceAs.General.UntitledGame,,,Untitled Game,Untitled Game,لعبة بدون عنوان,Spiel ohne Titel,Juego sin nombre,Jeu sans titre,बिना नाम वाला गेम,Game Tanpa Judul,Gioco senza titolo,タイトルがないゲーム,제목 없는 게임,Gra bez tytułu,Jogo sem nome,,เกมที่ไม่มีชื่อ,İsimsiz Oyun,Trò Chơi Không Có Tiêu Đề,未命名游戏,未命名游戏,未命名遊戲
Studio.PublishPlaceAs.PrivacyType.Public,,,Public,Public,عامّ,Öffentlich,Público,Publique,पब्लिक,Publik,Pubblico,公開,공개,Publiczne,Público,,สาธารณะ,Herkese Açık,Công Khai,公开,公开,公開
Studio.PublishPlaceAs.PrivacyType.Private,,,Private,Private,خاص,Privat,Privado,Privé,प्राइवेट,Privat,Privato,非公開,비공개,Prywatne,Privado,,ส่วนตัว,Özel,Riêng Tư,私人,私人,私人
