Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.ExplorerLibrary.SettingsDropdown.IncrementNames,,,Increment Names for New Instances,Increment Names for New Instances,أسماء متزايدة للحالات الجديدة,Namen für neue Instanzen inkrementieren,Incrementar nombres para nuevas instancias,Incrémenter les noms pour les nouvelles instances,नए इंस्टेंस के लिए इंक्रीमेंट नाम,Nama Kenaikan untuk Instance Baru,Incrementa nomi per nuove istanze,新規インスタンスの増分演算子名,새로운 인스턴스에 대해 이름 증분,Przyrost nazw nowych instancji,Nomes incrementais para novas instâncias,,ชื่อแบบเพิ่มสูงขึ้นสำหรับอินสแตนซ์ใหม่,Yeni Örnekler için ardışık isimler,Tăng Dần Tên cho Phiên Bản Mới,新实例的增量名称,新实例的增量名称,新個體的增量名稱
Studio.ExplorerLibrary.SyntaxDropdown.SuggestedFilters,,,Suggested Filters,Suggested Filters,الفلاتر المقترحة,Empfohlene Filter,Filtros sugeridos,Filtres suggérés,सुझाए गए फ़िल्टर्स,Filter yang Disarankan,Filtri consigliati,おすすめのフィルタ,제안 필터,Sugerowane filtry,Filtros Sugeridos,,ตัวกรองที่แนะนำ,Önerilen Filtreler,Bộ Lọc Đề Xuất,推荐筛选条件,推荐筛选条件,建議篩選條件
Studio.ExplorerLibrary.SettingsDropdown.ExpandHierarchy_v2,,,Expand hierarchy when selecting,Expand hierarchy when selecting,توسيع التسلسل الهرمي عند التحديد,Hierarchie bei Auswahl erweitern,Expandir jerarquía al seleccionar,Développer la hiérarchie lors de la sélection,सिलेक्शन करते समय हाइरार्की को बड़ा करें,Perluas hierarki ketika memilih,Ingrandisci la gerarchia durante la selezione,選択時に階層を展開,선택 시 계층 확장,Rozwiń hierarchię podczas zaznaczania,Expandir hierarquia ao selecionar,,ขยายลำดับชั้นเมื่อทำการเลือก,Seçim yapıldığında hiyerarşiyi genişlet,Mở rộng hệ thống cấp bậc khi chọn,选择时展开层次结构,选择时展开层次结构,選擇時展開階層
Studio.ExplorerLibrary.SettingsDropdown.IncrementNames_v2,,,Increment names for new instances,Increment names for new instances,أسماء متزايدة للحالات الجديدة,Namen für neue Instanzen inkrementieren,Aumentar nombres de nuevas instancias,Incrémenter les noms pour les nouvelles instances,नए इंस्टेंस के लिए इंक्रीमेंट नाम,Nama kenaikan untuk instans baru,Incrementa i nomi per le nuove istanze,新規インスタンスの増分演算子名,새로운 인스턴스에 대해 이름 증분,Używaj nazw przyrostowych dla nowych instancji,Nomes incrementais para novas instâncias,,ชื่อแบบเพิ่มสูงขึ้นสำหรับอินสแตนซ์ใหม่,Yeni örnekler için ardışık isimler,Tăng dần tên cho phiên bản mới,新实例的增量名称,新实例的增量名称,新個體的增量名稱
Studio.ExplorerLibrary.SettingsDropdown.SelectOnInsertion_v2,,,Select instance after insert,Select instance after insert,تحديد الحالة بعد الإدراج,Instanz nach Einfügen auswählen,Seleccionar instancia tras insertar,Sélectionner une instance après l'insertion,इंसर्ट करने के बाद इंस्टैंस चुनें,Pilih instans setelah memasukkan,Seleziona istanza dopo l'inserimento,挿入後にインスタンスを選択,삽입 후 인스턴스 선택,Zaznacz instancję po wstawieniu,Selecione a instância após a inserção,,เลือกอินสแตนซ์หลังจากที่แทรก,Eklemeden sonra örnek seç,Chọn phiên bản sau khi chèn,在插入后选择实例,在插入后选择实例,插入後選擇個體
Studio.ExplorerLibrary.SettingsDropdown.ShowSelectionHierarchyHighlights,,,Show selection hierarchy highlights,Show selection hierarchy highlights,إظهار النقاط البارزة بالتسلسل الهرمي للتحديد,Highlights der Auswahlhierarchie anzeigen,Mostrar destacados de jerarquía de la selección,Afficher les surlignements de la hiérarchie de sélection,सिलेक्शन हाइरार्की हाइलाइट दिखाएँ,Tampilkan sorotan hierarki pilihan,Mostra i punti salienti della gerarchia,選択階層のハイライトを表示,선택 계층 하이라이트 보기,Pokazuj wyróżnienia hierarchii zaznaczania,Mostrar destaques da hierarquia de seleção,,แสดงรายการที่โดดเด่นของลำดับชั้นการเลือก,Seçim hiyerarşisinde öne çıkanları göster,Hiện điểm nổi bật về lựa chọn hệ thống cấp bậc,显示选择层次结构高亮,显示选择层次结构高亮,顯示選擇階層醒目顯示
Studio.ExplorerLibrary.SearchBrowser.SelectNextMatch,,,Select next match,Select next match,تحديد المطابقة التالية,Nächste Übereinstimmung auswählen,Seleccionar coincidencia siguiente,Sélectionner le prochain match,अगला मैच चुनें (%1),Pilih hasil pencarian berikutnya,Seleziona la corrispondenza successiva,次の一致を選択,다음 일치 항목 선택,Zaznacz następne wyszukanie,Selecionar próxima correspondência,,เลือกรายการที่ตรงกันถัดไป,Sonraki eşleşmeyi seç,Chọn kết quả khớp tiếp theo,选择下一个匹配项,选择下一个匹配项,選擇下一個相符結果
Studio.ExplorerLibrary.SearchBrowser.SelectAllMatches,,,Select all matches,Select all matches,تحديد كل المطابقات,Alle Übereinstimmungen auswählen,Seleccionar todas las coincidencias,Sélectionner tous les matchs,सभी मैच चुनें (%1),Pilih semua hasil pencarian,Seleziona tutte le corrispondenze,すべての一致を選択,일치 항목 모두 선택,Zaznacz wszystkie wyszukania,Selecionar todas as correspondências,,เลือกรายการทั้งหมดที่ตรงกัน,Tüm eşleşmeleri seç,Chọn tất cả các kết quả khớp,选择所有匹配项,选择所有匹配项,選擇所有相符結果
Studio.ExplorerLibrary.SearchBrowser.RefreshResults,,,Refresh results,Refresh results,تحديث النتائج,Ergebnisse aktualisieren,Actualizar resultados,Rafraîchir les résultats,रिज़ल्ट रीफ़्रेश करें,Refresh hasil,Aggiorna risultati,結果をリフレッシュ,결과 새로 고침,Odśwież wyniki,Atualizar resultados,,รีเฟรชผลลัพธ์,Sonuçları yenile,Làm mới kết quả,刷新结果,刷新结果,重新整理結果
Studio.ExplorerLibrary.SearchBrowser.SelectPreviousMatch,,,Select previous match,Select previous match,تحديد المطابقة السابقة,Vorherige Übereinstimmung auswählen,Seleccionar coincidencia anterior,Sélectionner la match précédent,पिछला मैच चुनें (%1),Pilih hasil pencarian sebelumnya,Seleziona la corrispondenza precedente,前の一致を選択,이전 일치 항목 선택,Zaznacz poprzednie wyszukanie,Selecionar correspondência anterior,,เลือกรายการที่ตรงกันก่อนหน้า,Önceki eşleşmeyi seç,Chọn kết quả khớp trước đó,选择前一个匹配项,选择前一个匹配项,選擇上一個相符結果
Studio.ExplorerLibrary.SettingsDropdown.ViewStandaloneDataModel,,,View standalone data model,View standalone data model,عرض نموذج البيانات المستقل,Eigenständiges Datenmodell anzeigen,Ver modelo de datos independiente,Voir le modèle de données autonome,स्टैंडअलोन डेटा मॉडल देखें,Lihat model data mandiri,Visualizza modello di dati stand-alone,スタンドアローンデータモデルを表示,독립형 데이터 모델 보기,Wyświetl samodzielny model danych,Visualizar modelo de dados autônomos,,ดูโมเดลข้อมูลสแตนด์อโลน,Tekli veri modelini görüntüle,Xem mô hình dữ liệu độc lập,查看独立数据模型,查看独立数据模型,檢視獨立資料模型
Studio.ExplorerLibrary.HistoryDropdown.PlaceholderText,,,No searches have been made yet,No searches have been made yet,لم يتم إجراء أي عمليات بحث حتى الآن,Es wurden noch keine Suchanfragen durchgeführt,Aún no se han realizado búsquedas,Aucune recherche n'a encore été effectuée,अभी तक कोई सर्च नहीं की गई है,Belum ada pencarian yang dilakukan,Non è ancora stata effettuata nessuna ricerca,まだ検索は行われていません,아직 검색된 항목이 없습니다,Nie przeprowadzono jeszcze żadnych wyszukiwań,Nenhuma pesquisa foi feita ainda,,ยังไม่ได้ทำการค้นหา,Henüz herhangi bir arama yapılmadı,Chưa có lệnh tìm kiếm nào được thực hiện,尚未开始任何搜索,尚未开始任何搜索,尚未進行任何搜尋
Studio.ExplorerLibrary.SearchBar.SearchHistoryTooltip,,,Search History,Search History,سجل البحث,Suchverlauf,Busca el historial,Rechercher dans l'historique,सर्च हिस्ट्री,Histori Pencarian,Cronologia ricerche,サーチ履歴,기록 검색,Historia wyszukiwania,Pesquisar histórico,,ประวัติการค้นหา,Arama geçmişi,Nhật Ký Tìm Kiếm,搜索历史,搜索历史,搜尋歷史紀錄
Studio.ExplorerLibrary.PackageStatus.UnpublishedChanges,,,Package has unpublished changes,Package has unpublished changes,تحتوي الحزمة على تغييرات غير منشورة,Es gibt unveröffentlichte Änderungen an diesem Paket,El paquete tiene cambios no publicados,Le package a des modifications non publiées,पैकेज में पब्लिश नहीं किए गए बदलाव हैं,Paket memiliki perubahan yang belum dipublikasikan,Il pacchetto ha delle modifiche non pubblicate,パッケージに未公開の変更があります,패키지에 게시되지 않은 변경 사항이 있음,W pakiecie są nieopublikowane zmiany,O pacote tem alterações não publicadas,,แพ็ตเกจมีการเปลี่ยนแปลงที่ยังไม่เผยแพร่,Pakette yayınlanmamış değişiklikler var,Gói có các thay đổi chưa được phát hành,含有未发布更改的包,含有未发布更改的包,套件含有未發佈的變更
Studio.ExplorerLibrary.PackageStatus.UpdateAvailable,,,Package update available,Package update available,تحديث الحزمة متاح,Paket-Aktualisierung verfügbar,Actualización del paquete disponible,Mise à jour du package disponible,पैकेज का अपडेट उपलब्ध है,Update paket tersedia,Aggiornamento del pacchetto disponibile,パッケージ更新が利用できます,패키지 업데이트 사용 가능,Dostępna jest aktualizacja pakietu,Atualização de pacote disponível,,การอัปเดตแพ็คเกจพร้อมใช้งานแล้ว,Paket güncellemesi mevcut,Có bản cập nhật gói,有可用的包更新,有可用的包更新,有可用的套件更新
Studio.ExplorerLibrary.PackageStatus.AutoUpdateDisabled,,,Package auto-update is disabled,Package auto-update is disabled,تم تعطيل التحديث التلقائي للحزمة,Automatische Aktualisierung von Paketen ist deaktiviert,La actualización automática del paquete está desactivada,La mise à jour automatique des packages est désactivée,पैकेज का ऑटो-अपडेट बंद है,Update otomatis paket dinonaktifkan,L'aggiornamento automatico del pacchetto è disabilitato,パッケージの自動更新は無効です,패키지 자동 업데이트 비활성화됨,Automatyczna aktualizacja pakietu jest wyłączona,A atualização automática do pacote está desativada,,การอัปเดตแพ็คเกจอัตโนมัติปิดใช้งานอยู่,Otomatik paket güncellemesi devre dışı,Đã vô hiệu tự động cập nhật gói,包自动更新已禁用,包自动更新已禁用,套件自動更新已停用
Studio.ExplorerLibrary.PackageStatus.AutoUpdateOn,,,Package auto-updates are on,Package auto-updates are on,التحديثات التلقائية للحزمة قيد التشغيل,Automatische Aktualisierung von Paketen ist aktiviert,Las actualizaciones automáticas de paquetes están activadas,Les mises à jour automatiques des packages sont activées,पैकेज के ऑटो-अपडेट चालू हैं,Update otomatis paket aktif,Gli aggiornamenti automatici del pacchetto sono attivi,パッケージの自動更新がオンです,패키지 자동 업데이트 켜짐,Automatyczne aktualizacje pakietu są włączone,Atualizações automáticas de pacotes estão ativadas,,การอัปเดตแพ็คเกจอัตโนมัติเปิดอยู่,Otomatik paket güncellemeleri açık,Tự động cập nhật gói được bật,包自动更新已开启,包自动更新已开启,套件自動更新已開啟
Studio.ExplorerLibrary.PackageStatus.AutoUpdateOff,,,Package auto-updates are off,Package auto-updates are off,تم إيقاف تشغيل التحديثات التلقائية للحزمة,Automatische Aktualisierung von Paketen ist deaktiviert,Las actualizaciones automáticas de paquetes están desactivadas,Les mises à jour automatiques des packages sont désactivées,पैकेज के ऑटो-अपडेट ऑफ़ हैं,Update otomatis paket nonaktif,Gli aggiornamenti automatici del pacchetto sono disattivati,パッケージの自動更新がオフです,패키지 자동 업데이트 꺼짐,Automatyczne aktualizacje pakietu są wyłączone,Atualizações automáticas de pacotes estão desativadas,,การอัปเดตแพ็คเกจอัตโนมัติปิดอยู่,Otomatik paket güncellemeleri kapalı,Tự động cập nhật gói bị tắt,包自动更新已关闭,包自动更新已关闭,套件自動更新已關閉
Studio.ExplorerLibrary.LiveSync.ScriptSyncing,,,Local changes are being synced with Studio,Local changes are being synced with Studio,تتم مزامنة التغييرات المحلية مع Studio,Lokale Änderungen werden mit Studio synchronisiert,Los cambios locales se están sincronizando con Studio,Les modifications locales sont en cours de synchronisation avec Studio,लोकल बदलावों को Studio के साथ सिंक किया जा रहा है,Perubahan lokal sedang disinkronisasi dengan Studio,Sincronizzazione delle modifiche locali con Studio,ローカル変更が Studioと同期されています,로컬 변경 사항을 Studio와 동기화 중입니다,Zmiany lokalne są synchronizowane z aplikacją Studio,Mudanças locais estão sendo sincronizadas com o Studio,,การเปลี่ยนแปลงในเครื่องกำลังได้รับการซิงค์กับ Studio,"Yerel değişiklikler, Studio ile senkronize ediliyor",Các thay đổi trên thiết bị đang được đồng bộ hóa với Studio,本地更改正在与 Studio 同步,本地更改正在与 Studio 同步,本機變更正在與 Studio 同步
Studio.ExplorerLibrary.ChatMigration.AutoMigrateWarning,,,This project now uses TextChatService at runtime. Change ChatVersion to TextChatService in Properties.,This project now uses TextChatService at runtime. Change ChatVersion to TextChatService in Properties.,يستخدم هذا المشروع الآن TextChatService في وقت التشغيل. يمكنك تغيير ChatVersion إلى TextChatService في الخصائص.,Dieses Projekt verwendet jetzt TextChatService zur Laufzeit. Ändere die ChatVersion in den Eigenschaften in TextChatService.,Este proyecto ahora usa TextChatService en tiempo de ejecución. Cambia la versión de chat a TextChatService en propiedades.,Ce projet utilise maintenant TextChatService à l'exécution. Changer la version de chat en TextChatService dans les propriétés.,यह प्रोजेक्ट अब रनटाइम पर TextChatService का इस्तेमाल करता है. प्रॉपर्टी में ChatVersion को TextChatService में बदलें.,Proyek ini sekarang menggunakan TextChatService pada saat runtime. Ubah ChatVersion ke TextChatService di Properti.,Questo progetto ora utilizza TextChatService in fase di esecuzione. Cambia ChatVersion in TextChatService da Proprietà.,このプロジェクトは、実行時に TextChatService を使用するようになりました。プロパティの ChatVersion を TextChatService に変更してください。,이 프로젝트는 이제 런타임에 TextChatService를 사용합니다. 속성에서 ChatVersion을 TextChatService로 변경하세요.,Przy uruchamianiu tego projektu używana jest teraz usługa TextChatService. Przejdź do Właściwości i w obszarze ChatVersion wybierz pozycję TextChatService.,Este projeto agora usa o TextChatService na execução. Altere o ChatVersion para TextChatService nas Propriedades.,,โปรเจ็กต์นี้ได้ใช้ TextChatService ตอนรันไทม์แล้วตอนนี้ เปลี่ยน ChatVersion เป็น TextChatService ในส่วนคุณสมบัติ,"Bu proje, çalışma zamanında artık TextChatService kullanacak. ChatVersion'ı, Özellikler ekranından TextChatService olarak değiştir.",Dự án này hiện đang sử dụng TextChatService trong thời gian chạy. Hãy thay đổi ChatVersion thành TextChatService trong thuộc tính.,现在，此项目运行时使用 TextChatService。在“属性”中将 ChatVersion 更改为 TextChatService。,现在，此项目运行时使用 TextChatService。在“属性”中将 ChatVersion 更改为 TextChatService。,這個專案現在會於執行階段使用 TextChatService，請在屬性中將 ChatVersion 變更為 TextChatService。
Studio.ExplorerLibrary.ChatMigration.DeprecationWarning,,,"The legacy chat system is being deprecated, use TextChatService for compatibility.","The legacy chat system is being deprecated, use TextChatService for compatibility.",سيبطل استعمال نظام الدردشة القديم قريبًا، استخدم TextChatService للتوافق.,Das alte Chat-System wird nicht mehr unterstützt. Benutze TextChatService für Kompatibilität.,El sistema de chat heredado está en desuso. Utiliza TextChatService para compatibilidad.,"Le système de chat hérité est obsolète, utilisez TextChatService pour la compatibilité.","लेगसी चैट सिस्टम अब बंद हो गया है, कंपैटिबिलिटी के लिए TextChatService का इस्तेमाल करें.",Sistem chat warisan akan tidak digunakan lagi. Gunakan TextChatService agar tetap kompatibel.,Il sistema di chat ereditato è obsoleto e non verrà più aggiornato. Passa a TextChatService per garantire la compatibilità.,旧型チャットシステムは非推奨になります。互換性を持たせるには、 TextChatService を使用してください。,레거시 채팅 시스템이 더 이상 사용되지 않습니다. 호환성을 위해 TextChatService를 사용하세요.,"Starszy system czatu nie będzie już obsługiwany. Użyj usługi TextChatService, aby zapewnić zgodność.","O sistema de bate-papo antigo está sendo descontinuado, use TextChatService para compatibilidade.",,ระบบแชทดั้งเดิมได้ถูกเลิกใช้แล้ว ให้ใช้ TextChatService เพื่อการรองรับ,Eski sohbet özelliği kullanımdan kaldırılıyor. Uyumluluk için TextChatService'i kullan.,"Hệ thống trò chuyện cũ đang bị lỗi thời, hãy sử dụng TextChatService để đảm bảo tính tương thích.",我们正在逐渐弃用旧版聊天系统，请使用 TextChatService 以确保兼容性。,我们正在逐渐弃用旧版聊天系统，请使用 TextChatService 以确保兼容性。,舊版本聊天系統即將棄用，請使用相容的 TextChatService。
