Key,Context,Source,en-us
Studio.BetaFeatures.AttributesUIDescription,,Customize instances with your own data,Customize instances with your own data
Studio.BetaFeatures.AttributesUITitle,,Attributes Beta,Attributes Beta
Studio.BetaFeatures.AudioVolumetricSoundsDescription,,"Enables Sound Instances that are children of Cylinder, Block, and Ball parts to emit audio from every point on the surface of the part, rather than only the center.","Enables Sound Instances that are children of Cylinder, Block, and Ball parts to emit audio from every point on the surface of the part, rather than only the center."
Studio.BetaFeatures.AudioVolumetricSoundsTitle,,Volumetric Sounds,Volumetric Sounds
Studio.BetaFeatures.AudioWiringApiDescription,,"Enables new instances for customizing, processing, and routing sounds or voices within the engine","Enables new instances for customizing, processing, and routing sounds or voices within the engine"
Studio.BetaFeatures.AudioWiringApiTitle,,New Audio API,New Audio API
Studio.BetaFeatures.AutoEnrollmentToggleLabel,,Auto-Enable Upcoming Features,Auto-Enable Upcoming Features
Studio.BetaFeatures.AutoEnrollmentToggleTooltip,,New Beta Features Will Automatically Be Activated,New Beta Features Will Automatically Be Activated
Studio.BetaFeatures.AutoSetupDescription,,Enables automated creation of avatars from single-mesh 3D models of humanoid-like bodies. Marketplace submission of auto-setup created avatars is enabled in this version.,Enables automated creation of avatars from single-mesh 3D models of humanoid-like bodies. Marketplace submission of auto-setup created avatars is enabled in this version.
Studio.BetaFeatures.AutoSetupTermsAndConditions,Terms and conditions for being able to use Avatar Auto-Setup,"Please view the Terms and Conditions at the link below:

https://en.help.roblox.com/hc/articles/20121392440212","Please view the Terms and Conditions at the link below:

https://en.help.roblox.com/hc/articles/20121392440212"
Studio.BetaFeatures.AutoSetupTitle,,Avatar Auto-Setup Beta,Avatar Auto-Setup Beta
Studio.BetaFeatures.AutoUpdateDescription,,Adds an option to automatically update a package when a newer package is available,Adds an option to automatically update a package when a newer package is available
Studio.BetaFeatures.AutoUpdateTitle,,Auto Update on Packages,Auto Update on Packages
Studio.BetaFeatures.AutomaticSizeDescription,,UI object property that automatically sizes objects based on their child content.,UI object property that automatically sizes objects based on their child content.
Studio.BetaFeatures.AutomaticSizeTitle,,Automatic Size Beta,Automatic Size Beta
Studio.BetaFeatures.AvatarJointUpgradeDescription,,"Adds ragdoll constraints into avatars. Also replaces Motor6Ds with AnimationConstraints, which play animations either kinematically or with physical simulation.","Adds ragdoll constraints into avatars. Also replaces Motor6Ds with AnimationConstraints, which play animations either kinematically or with physical simulation."
Studio.BetaFeatures.AvatarJointUpgradeTitle,,Avatar Joint Upgrade,Avatar Joint Upgrade
Studio.BetaFeatures.AvatarLoadingBetaDescription,,Improves the ordering of events fired when avatars are loaded to be more consistent and easier for developers to use,Improves the ordering of events fired when avatars are loaded to be more consistent and easier for developers to use
Studio.BetaFeatures.AvatarLoadingBetaTitle,,New Avatar Loading Signal Ordering,New Avatar Loading Signal Ordering
Studio.BetaFeatures.BetaFeatures,title for Beta Features feature,Beta Features,Beta Features
Studio.BetaFeatures.CSG4StudioDescription,,"This beta feature improves the robustness and performance of solid modeling operations in Studio. These improvements are enabled when using the Solid modeling tools (Union, Intersect, Negate, Separate) or plugins that leverage the legacy CSG operation APIs (BasePart).","This beta feature improves the robustness and performance of solid modeling operations in Studio. These improvements are enabled when using the Solid modeling tools (Union, Intersect, Negate, Separate) or plugins that leverage the legacy CSG operation APIs (BasePart)."
Studio.BetaFeatures.CSG4StudioTitle,,Studio solid modeling improvements,Studio solid modeling improvements
Studio.BetaFeatures.CSGv2SmoothingDescription,,Use the SmoothAngle property on CSG part to define threshold angle and smooth normals.,Use the SmoothAngle property on CSG part to define threshold angle and smooth normals.
Studio.BetaFeatures.CSGv2SmoothingTitle,,Normal smoothing Beta,Normal smoothing Beta
Studio.BetaFeatures.CanQueryDescription,,Enables property for excluding BaseParts from spatial queries such as raycasts. Only accesible when CanCollide is disabled.,Enables property for excluding BaseParts from spatial queries such as raycasts. Only accesible when CanCollide is disabled.
Studio.BetaFeatures.CanQueryTitle,,Part property: CanQuery,Part property: CanQuery
Studio.BetaFeatures.CanvasGroupDescription,,A new UI object that renders descendants as a single layer that can be tinted and made transparent.,A new UI object that renders descendants as a single layer that can be tinted and made transparent.
Studio.BetaFeatures.CanvasGroupTitle,,Canvas Group,Canvas Group
Studio.BetaFeatures.ChromeDescription,,Enables a new modernized Roblox Menu and related APIs for more seamless UI placement of key system controls.,Enables a new modernized Roblox Menu and related APIs for more seamless UI placement of key system controls.
Studio.BetaFeatures.ChromeTitle,,Updated Roblox Controls,Updated Roblox Controls
Studio.BetaFeatures.ClarifiedIKDraggersDescription,,Enables a new clarified UI for IK/Constraint/Physical draggers and adds a new behavior to the select dragger when in Physical mode,Enables a new clarified UI for IK/Constraint/Physical draggers and adds a new behavior to the select dragger when in Physical mode
Studio.BetaFeatures.ClarifiedIKDraggersTitle,,New Physical Draggers,New Physical Draggers
Studio.BetaFeatures.CloudLoadFailedFmt1,error fetching BF from cloud,Failed to load beta features from cloud: %1,Failed to load beta features from cloud: %1
Studio.BetaFeatures.CloudReloadPrompt,reload because BFs loaded from cloud,Beta features enabled for this account differ from those saved locally. Updated Beta features will not be available until you restart Studio.,Beta features enabled for this account differ from those saved locally. Updated Beta features will not be available until you restart Studio.
Studio.BetaFeatures.ConstraintVisualsDescription,,Details are shown on selected constraints even without the global Constraint Details enabled. Constraints appear translucent through occluding objects.,Details are shown on selected constraints even without the global Constraint Details enabled. Constraints appear translucent through occluding objects.
Studio.BetaFeatures.ContextActionServiceRedesignDescription,"Description for a studio beta feature improving user input handling (keyboard, mouse, shortcuts, etc...)","Context Action Service 2.0 enables new Instances, InputContext, InputAction and InputBinding, allowing you to create more complex and flexible input handling at edit time.","Context Action Service 2.0 enables new Instances, InputContext, InputAction and InputBinding, allowing you to create more complex and flexible input handling at edit time."
Studio.BetaFeatures.ContextActionServiceRedesignTitle,"Title for the ""Context Action Service 2.0"" beta feature, a feature updating the current Context Action Service",Context Action Service 2.0,Context Action Service 2.0
Studio.BetaFeatures.ConversationalAIDescriptionWithMaterials2,,"Enable an experimental AI-powered Assistant to help you create experiences faster by answering questions, generating and explaining code, and creating new materials.","Enable an experimental AI-powered Assistant to help you create experiences faster by answering questions, generating and explaining code, and creating new materials."
Studio.BetaFeatures.ConversationalAITitleUpdated2,,Assistant Preview,Assistant Preview
Studio.BetaFeatures.ConvertToTerrainDescription,,Enables the Convert TerrainTool which can convert Parts into Terrain materials and biomes.,Enables the Convert TerrainTool which can convert Parts into Terrain materials and biomes.
Studio.BetaFeatures.ConvertToTerrainTitle,,TerrainTools: ConvertTool Beta,TerrainTools: ConvertTool Beta
Studio.BetaFeatures.CouldBeUnstable,,Note: Beta features could be unstable resulting in data loss or game corruption,Note: Beta features could be unstable resulting in data loss or game corruption
Studio.BetaFeatures.CreateAnimationFromVideoDescription,,"Animation clip editor will have a ""Live Animation Creator"" option in the Import menu to transfer 3D pose from a video to an avatar.","Animation clip editor will have a ""Live Animation Creator"" option in the Import menu to transfer 3D pose from a video to an avatar."
Studio.BetaFeatures.CreateAnimationFromVideoTitle,,Live Animation Creator,Live Animation Creator
Studio.BetaFeatures.CreateAssetAsyncDescription,,Enables the use of AssetService:CreateAssetAsync and AssetService:CreateAssetVersionAsync for programatic upload of assets from Lua,Enables the use of AssetService:CreateAssetAsync and AssetService:CreateAssetVersionAsync for programatic upload of assets from Lua
Studio.BetaFeatures.CreateAssetAsyncTitle,,CreateAssetAsync Lua API,CreateAssetAsync Lua API
Studio.BetaFeatures.CreateSurfaceAppearanceDescription,-,Enables the use of AssetService:CreateSurfaceAppearanceAsync() to create SurfaceAppearance instances with EditableImage content at run time.,Enables the use of AssetService:CreateSurfaceAppearanceAsync() to create SurfaceAppearance instances with EditableImage content at run time.
Studio.BetaFeatures.CreateSurfaceAppearanceTitle,-,EditableImage support for SurfaceAppearance maps,EditableImage support for SurfaceAppearance maps
Studio.BetaFeatures.CustomVideoUploadDescription,,Enables video uploads through the Asset Manager for eligible users.,Enables video uploads through the Asset Manager for eligible users.
Studio.BetaFeatures.CustomVideoUploadTitle,,Video Uploads,Video Uploads
Studio.BetaFeatures.DefaultInstancesDescription,Description of a beta feature which allows Instance defaults to be configured.,"Allows customization of Instance defaults. Introduce an action ""Edit > Save as Default _"" which updates the default properties of inserted Instances of the selected type.","Allows customization of Instance defaults. Introduce an action ""Edit > Save as Default _"" which updates the default properties of inserted Instances of the selected type."
Studio.BetaFeatures.DefaultInstancesTitle,Title of a beta feature which allows users to configure how newly inserted Instances act.,User Provided Default Instances,User Provided Default Instances
Studio.BetaFeatures.DetachedAttachmentsDescription,note that Attachment refers to the class name https://create.roblox.com/docs/reference/engine/classes/Attachment,"Loosens restrictions, allowing Attachments as children of anything.","Loosens restrictions, allowing Attachments as children of anything."
Studio.BetaFeatures.DetachedAttachmentsTitle,"Title for the ""Detached Attachments"" beta feature. Note that Attachment here refers to the class-name https://create.roblox.com/docs/reference/engine/classes/Attachment",Detached Attachments,Detached Attachments
Studio.BetaFeatures.Details,,Details,Details
Studio.BetaFeatures.DragDetectorsDescription,,New Instance type DragDetector that enables click-drag-release interactions. Enabling this beta feature allows using DragDetectors only within Roblox Studio.,New Instance type DragDetector that enables click-drag-release interactions. Enabling this beta feature allows using DragDetectors only within Roblox Studio.
Studio.BetaFeatures.DragDetectorsTitle,,DragDetectors,DragDetectors
Studio.BetaFeatures.DraggerImprovementsDescription,,Many small quality of life improvements to the core Studio draggers. See the DevForum announcement for a full list of what's been changed.,Many small quality of life improvements to the core Studio draggers. See the DevForum announcement for a full list of what's been changed.
Studio.BetaFeatures.DraggerImprovementsTitle,,Dragger QoL Improvements,Dragger QoL Improvements
Studio.BetaFeatures.EditableImageMeshDescription,,Enables the new EditableImage and EditableMesh instances which allow the runtime creation and editing of Images and Meshes,Enables the new EditableImage and EditableMesh instances which allow the runtime creation and editing of Images and Meshes
Studio.BetaFeatures.EditableImageMeshTitle,,EditableImage and EditableMesh,EditableImage and EditableMesh
Studio.BetaFeatures.EditableMeshSkinningFACSDescription,Enables EditableMesh to support skinning and Facial Action Coding System (FACS) integration.,Enables EditableMesh to support skinning and Facial Action Coding System (FACS) integration.,Enables EditableMesh to support skinning and Facial Action Coding System (FACS) integration.
Studio.BetaFeatures.EditableMeshSkinningFACSTitle,EditableMesh Skinning & FACS,EditableMesh Skinning & FACS,EditableMesh Skinning & FACS
Studio.BetaFeatures.EngineStylingDescription,"Define your UI's visual appearance separate from the instance itself through new APIs (StyleRule, StyleSheet, StyleLink) and a no-code Style Editor.","Define your UI's visual appearance separate from the instance itself through new APIs (StyleRule, StyleSheet, StyleLink) and a no-code Style Editor.","Define your UI's visual appearance separate from the instance itself through new APIs (StyleRule, StyleSheet, StyleLink) and a no-code Style Editor."
Studio.BetaFeatures.EngineStylingTitle,UI Styling,UI Styling,UI Styling
Studio.BetaFeatures.FacialAnimationBetaDescription,,Enable the FaceControls instance which supports facial animation for avatars that have a dynamic-head.,Enable the FaceControls instance which supports facial animation for avatars that have a dynamic-head.
Studio.BetaFeatures.FacialAnimationBetaTitle,,Facial Animation,Facial Animation
Studio.BetaFeatures.FacialAnimationRecordingDescription,,"Animation Editor will have a ""Face Capture"" button to use a camera to record your own face movements onto an avatar.","Animation Editor will have a ""Face Capture"" button to use a camera to record your own face movements onto an avatar."
Studio.BetaFeatures.FacialAnimationRecordingTitle,,Face Capture,Face Capture
Studio.BetaFeatures.FasterPlaySoloDescription,,Streamlines Play Solo for faster loading performance.,Streamlines Play Solo for faster loading performance.
Studio.BetaFeatures.FasterPlaySoloTitle,,Faster Play Solo,Faster Play Solo
Studio.BetaFeatures.ForumPostTitleEnding,,%1 is now enabled,%1 is now enabled
Studio.BetaFeatures.GamepadEmulatorDescription,,Enabling this feature allows you to simulate gamepad inputs directly in Roblox Studio without the need for physical controllers.,Enabling this feature allows you to simulate gamepad inputs directly in Roblox Studio without the need for physical controllers.
Studio.BetaFeatures.GamepadEmulatorTitle,,Gamepad Emulator,Gamepad Emulator
Studio.BetaFeatures.GltfExportDescription,description of gltf export beta feature,Enable the option to export your places and models using the glTF format.,Enable the option to export your places and models using the glTF format.
Studio.BetaFeatures.GltfExportTitle,Title of the Gltf Export beta feature which allows users to export their scenes and models in the glTF format,glTF Export,glTF Export
Studio.BetaFeatures.HapticEffectDescription,Cross-platform haptics with preset effects and customizable waveforms. This addresses many pain points of the previous HapticService.,Cross-platform haptics with preset effects and customizable waveforms. This addresses many pain points of the previous HapticService.,Cross-platform haptics with preset effects and customizable waveforms. This addresses many pain points of the previous HapticService.
Studio.BetaFeatures.HapticEffectTitle,Haptic Effects,Haptic Effects,Haptic Effects
Studio.BetaFeatures.IEAvatarAutoSetupTitleDescription,Description for the Studio Beta Feature for In-Experience Avatar Auto Setup,Enables in-experience automated creation of avatars from 3D models of humanoid-like bodies.,Enables in-experience automated creation of avatars from 3D models of humanoid-like bodies.
Studio.BetaFeatures.IEAvatarAutoSetupTitleTitle,Title for the Studio Beta Feature for In-Experience Avatar Auto Setup,In-Experience Avatar Auto Setup,In-Experience Avatar Auto Setup
Studio.BetaFeatures.ImportQueueDescription,,Enable the bulk import of multiple 3D files through the Import 3D tool.,Enable the bulk import of multiple 3D files through the Import 3D tool.
Studio.BetaFeatures.ImportQueueTitle,,Import Queue,Import Queue
Studio.BetaFeatures.ImprovedInnerBoxDescription,,Enable a different algorithm for avatar Inner Box collision box sizing and positioning using margins around RigAttachment extents.,Enable a different algorithm for avatar Inner Box collision box sizing and positioning using margins around RigAttachment extents.
Studio.BetaFeatures.ImprovedInnerBoxTitle,,Improved Inner Box Avatar Collisions,Improved Inner Box Avatar Collisions
Studio.BetaFeatures.ImprovedModelLodDescription,This is the description for the upcoming Studio beta feature,Enable this feature to activate the Improved Model LOD.,Enable this feature to activate the Improved Model LOD.
Studio.BetaFeatures.ImprovedModelLodTitle,title for the upcoming Studio Beta Feature,Improved Model LOD,Improved Model LOD
Studio.BetaFeatures.ImprovedStrokesDescription,"Description for the checkbox to enable the ""Improved UIStrokes"" beta feature","Adds new properties to UIStroke: SizingMode, BorderStrokePosition, BorderOffset, and ZIndex. You can also now add multiple UIStrokes to each parent UI element!","Adds new properties to UIStroke: SizingMode, BorderStrokePosition, BorderOffset, and ZIndex. You can also now add multiple UIStrokes to each parent UI element!"
Studio.BetaFeatures.ImprovedStrokesTitle,"The title for the ""Improved UIStrokes"" beta feature",Improved UIStrokes,Improved UIStrokes
Studio.BetaFeatures.InputActionSystemDescription,"A new abstracted input system that enables you to manage actions flexibly across all platforms. This is powered by 3 new instances: InputContext, InputAction, and InputBinding.","A new abstracted input system that enables you to manage actions flexibly across all platforms. This is powered by 3 new instances: InputContext, InputAction, and InputBinding.","A new abstracted input system that enables you to manage actions flexibly across all platforms. This is powered by 3 new instances: InputContext, InputAction, and InputBinding."
Studio.BetaFeatures.InputActionSystemTitle,Input Action System,Input Action System,Input Action System
Studio.BetaFeatures.InsertObjectStreamliningDescription,,Enables a new unified workflow for inserting objects.,Enables a new unified workflow for inserting objects.
Studio.BetaFeatures.InsertObjectStreamliningTitle,,Insert Object Streamlining,Insert Object Streamlining
Studio.BetaFeatures.LSPGoToDeclDescription,,"(! Works better with ""Scripts Are Non-Strict By Default"" Beta Feature ON !) Luau type inference now powers the Go To Declaration feature in Script Editor, enhancing performance and reliability.","(! Works better with ""Scripts Are Non-Strict By Default"" Beta Feature ON !) Luau type inference now powers the Go To Declaration feature in Script Editor, enhancing performance and reliability."
Studio.BetaFeatures.LSPGoToDeclTitle,,Luau-Powered Go To Declaration,Luau-Powered Go To Declaration
Studio.BetaFeatures.LSPLuauScriptEditorDescription,,"Luau type inference now powers Autocomplete, Go To Declaration, Linting and the Script Function Filter in Script Editor, enhancing performance and reliability of all features. Autocomplete can now offer suggestions based on the type of a variable, while the Function Filter can preview these types.","Luau type inference now powers Autocomplete, Go To Declaration, Linting and the Script Function Filter in Script Editor, enhancing performance and reliability of all features. Autocomplete can now offer suggestions based on the type of a variable, while the Function Filter can preview these types."
Studio.BetaFeatures.LSPLuauScriptEditorTitle,,Luau-Powered Autocomplete & Language Features,Luau-Powered Autocomplete & Language Features
Studio.BetaFeatures.LSPNewFunctionFilterDescription,,"(! Works better with ""Scripts Are Non-Strict By Default"" Beta Feature ON !) Luau type inference now powers the Script Function Filter feature in Script Editor, adding type information to the widget while enhancing performance and reliability.","(! Works better with ""Scripts Are Non-Strict By Default"" Beta Feature ON !) Luau type inference now powers the Script Function Filter feature in Script Editor, adding type information to the widget while enhancing performance and reliability."
Studio.BetaFeatures.LSPNewFunctionFilterTitle,,Luau-Powered Script Function Filter,Luau-Powered Script Function Filter
Studio.BetaFeatures.LearnMoreTooltip,,Learn More,Learn More
Studio.BetaFeatures.LegalDisclaimerBottomHeader,,Do you accept the Terms and Conditions?,Do you accept the Terms and Conditions?
Studio.BetaFeatures.LegalDisclaimerTitle,legal disclaimer shown after enabling beta feature,Terms and Conditions,Terms and Conditions
Studio.BetaFeatures.LuaCharacterControllerDescription,,"A Lua based replacement for the default animate script and the built-in Humanoid State Machine that provides new built-in abilities and other enhancements to character movement over time. This beta adds a Lua State Machine, Lua Motion Compositor, and Lua Abilities framework to the default avatar along with a new movement ability - crouching. It also enhances existing locomotion with new animations and fidelity improvements such as foot-planting. These can be modified using the ability configuration settings via Lua and custom attributes.","A Lua based replacement for the default animate script and the built-in Humanoid State Machine that provides new built-in abilities and other enhancements to character movement over time. This beta adds a Lua State Machine, Lua Motion Compositor, and Lua Abilities framework to the default avatar along with a new movement ability - crouching. It also enhances existing locomotion with new animations and fidelity improvements such as foot-planting. These can be modified using the ability configuration settings via Lua and custom attributes."
Studio.BetaFeatures.LuaCharacterControllerTitle,,Character movement abilities framework,Character movement abilities framework
Studio.BetaFeatures.LuaConstraintToolDescription,,Quality of life improvements to the existing constraint tool that utilizes the new dragger improvements. Enabling this beta feature will automatically enable the 'Dragger QoL Improvements' beta feature.,Quality of life improvements to the existing constraint tool that utilizes the new dragger improvements. Enabling this beta feature will automatically enable the 'Dragger QoL Improvements' beta feature.
Studio.BetaFeatures.LuaConstraintToolTitle,,Improved Constraint Tool,Improved Constraint Tool
Studio.BetaFeatures.LuaExplorerDescription,"Description for the checkbox to enable the ""Next Gen Explorer"" beta feature which updates the Explorer",Enable the preview of the Next Gen Explorer - featuring better performance and a revamped UI,Enable the preview of the Next Gen Explorer - featuring better performance and a revamped UI
Studio.BetaFeatures.LuaExplorerTitle,"The title for the ""Next Gen Explorer"" beta feature",Next Gen Explorer,Next Gen Explorer
Studio.BetaFeatures.LuaPropertiesDescription,"Description for the checkbox to enable the ""Next Gen Properties"" beta feature which updates the Properties Panel",Enable the preview of the Next Gen Properties Panel - featuring better performance and a revamped UI,Enable the preview of the Next Gen Properties Panel - featuring better performance and a revamped UI
Studio.BetaFeatures.LuaPropertiesTitle,"The title for the ""Next Gen Properties"" beta feature",Next Gen Properties,Next Gen Properties
Studio.BetaFeatures.LuauDCRDescription,,Script analysis uses the new Luau type inference engine and type checker. Yields better error messages.,Script analysis uses the new Luau type inference engine and type checker. Yields better error messages.
Studio.BetaFeatures.LuauDCRTitle,,New Luau type solver,New Luau type solver
Studio.BetaFeatures.LuauDataModelAwarenessDescription,,"When typechecking scripts, incorporate the shape of the game's DataModel","When typechecking scripts, incorporate the shape of the game's DataModel"
Studio.BetaFeatures.LuauDataModelAwarenessTitle,,Luau DataModel awareness,Luau DataModel awareness
Studio.BetaFeatures.LuauNativeCodegenDescription,,Enable native code generation for Luau modules tagged with --!native.,Enable native code generation for Luau modules tagged with --!native.
Studio.BetaFeatures.LuauNativeCodegenTitle,,Luau Native Code,Luau Native Code
Studio.BetaFeatures.LuauNativeVector3Description,,Enable Luau VM built-in support for Vector3 type to improve script performance.,Enable Luau VM built-in support for Vector3 type to improve script performance.
Studio.BetaFeatures.LuauNativeVector3Title,,Native Vector3 Type,Native Vector3 Type
