Key,Context,Source,en-us
Studio.LiveSync.FileSyncPathsFirstDeniedError,This is the error shown the first time that a plugin tries to use a file sync path API without having the permission granted yet,Plugin %1 was denied file sync paths permission. The user has been prompted for future attempts.,Plugin %1 was denied file sync paths permission. The user has been prompted for future attempts.
Studio.LiveSync.FileSyncPathsPermission,Primary text shown on the popup when a plugin requests permission to read the file paths of syncing instances,Do you want to allow Plugin %1 to see the file paths of Instances that are syncing?,Do you want to allow Plugin %1 to see the file paths of Instances that are syncing?
Studio.LiveSync.FileSyncPathsWarning,The body text for the popup that shows when a plugin tries to access the file paths of syncing instances,"Plugin %1 is attempting to see the file paths for your syncing Instances. Your user home directory will be anonymized before being shown to the plugin. Click Allow to permit all future attempts, or Deny to block. You can edit these settings in Plugin Management.","Plugin %1 is attempting to see the file paths for your syncing Instances. Your user home directory will be anonymized before being shown to the plugin. Click Allow to permit all future attempts, or Deny to block. You can edit these settings in Plugin Management."
Studio.LiveSync.InvalidFileNameError,Error message shown when a file with an invalid name is encountered during sync,Can't sync %1 to disk: Invalid name in hierarchy (%2),Can't sync %1 to disk: Invalid name in hierarchy (%2)
Studio.LiveSync.KeepLocalAfterSync,Property name for the action to take when stopping sync,Keep local files/directories after sync,Keep local files/directories after sync
Studio.LiveSync.KeepLocalVersion,The button in the dialog that prompts user on which source of truth to use for the initial sync pass in starting File Sync for a single script. This button chooses to use the file system contents to overwrite the datamodel,Disk version,Disk version
Studio.LiveSync.KeepStudioVersion,The button in the dialog that prompts user on which source of truth to use for the initial sync pass in starting File Sync for a single script. This button chooses to use the datamodel contents to overwrite the file system,Studio's version,Studio's version
Studio.LiveSync.PackageLinkAdded,Instance cannot be synced now because it is a package,Unable to sync '%1' because it is part of a package.,Unable to sync '%1' because it is part of a package.
Studio.LiveSync.PathTranslationError,Header text for the dialog that is shown when a file with an invalid extension is chosen for start sync according to the selected script type and/or runcontext,<b>Path Translation Error</b>,<b>Path Translation Error</b>
Studio.LiveSync.PathTranslationErrorContent,Content text for the dialog that is shown when a file with an invalid extension is chosen for start sync according to the selected script type and/or runcontext,Can't sync %1 to disk: Encountered an error with the chosen file's extension. See output window for details.,Can't sync %1 to disk: Encountered an error with the chosen file's extension. See output window for details.
Studio.LiveSync.ResumeSyncConflictsDetected,Notifying the user that scripts did not auto-resume sync due to content mismatch.,Studio did not resume syncing %1 script(s) because their contents do not match the files on disk. You can resume them manually in the context menu. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio did not resume syncing %1 script(s) because their contents do not match the files on disk. You can resume them manually in the context menu. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.ResumeSyncConflictsDetectedM3,Notifying the user that scripts did not auto-resume sync due to content mismatch.,Studio did not resume syncing %1 instance(s) because their contents do not match the files on disk. You can resume them manually in the context menu. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio did not resume syncing %1 instance(s) because their contents do not match the files on disk. You can resume them manually in the context menu. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.ResumeSyncOverwriteFiles,Notifying the user that files were overwritten when auto resuming Script Sync,Studio is overwriting %1 synced file(s) when restarting to match the current script contents in the DM. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio is overwriting %1 synced file(s) when restarting to match the current script contents in the DM. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.ResumeSyncOverwriteFilesM3,Notifying the user that hierarchies were overwritten when auto resuming Script Sync,Studio is overwriting %1 synced hierarchies on disk when restarting to match the current contents in the DM. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio is overwriting %1 synced hierarchies on disk when restarting to match the current contents in the DM. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.ResumeSyncOverwriteScripts,Notifying the user that scripts were overwritten when auto-resuming sync,Studio is overwriting %1 synced script(s) when restarting to match the current file contents on disk. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio is overwriting %1 synced script(s) when restarting to match the current file contents on disk. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.ResumeSyncOverwriteScriptsM3,Notifying the user that hierarchies were overwritten when auto-resuming sync,Studio is overwriting %1 synced hierarchies in the DM when restarting to match the current contents in the disk. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio is overwriting %1 synced hierarchies in the DM when restarting to match the current contents in the disk. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.RootPathDeletedError,Error message shown when the root path of a syncing hierarchy is deleted,Can't sync %1 to disk: Root file or folder is missing,Can't sync %1 to disk: Root file or folder is missing
Studio.LiveSync.SaveInFolder,The save button text in the folder picker for multi select sync to signify that the selected hierarchies will be synced into the folder being chosen,Save in Folder,Save in Folder
Studio.LiveSync.SelectSyncingRoot,The context menu text shown for the action SelectSyncingRoot for File Sync,Go to Synced Root Instance,Go to Synced Root Instance
Studio.LiveSync.SelectSyncingRootTooltip,The informational tooltip shown for the action SelectSyncingRoot for File Sync,Selects the root of the syncing hierarchy for the chosen instance,Selects the root of the syncing hierarchy for the chosen instance
Studio.LiveSync.ShowInFolder.RevealInFinder,The context menu text shown for action that opens the operating system's file browser and highlights the selected script or folder (for macOS),Reveal in Finder,Reveal in Finder
Studio.LiveSync.ShowInFolder.ShowInDisk,The context menu text shown for action that opens the operating system's file browser and highlights the selected script or folder (for Windows),Show in Disk,Show in Disk
Studio.LiveSync.StartSyncContentMismatch,Can't sync the instance to the provided filepath because the contents of the two differ,Unable to resume sync for '%1': Local file does not match the version in Roblox Studio,Unable to resume sync for '%1': Local file does not match the version in Roblox Studio
Studio.LiveSync.StartSyncInstanceMissing,Cannot sync the instance because it does not exist,Unable to resume sync for '%1'. The instance no longer exists.,Unable to resume sync for '%1'. The instance no longer exists.
Studio.LiveSync.StartSyncingContent,The information text in the dialog that prompts user on whether to initially load from file or overwrite file on start file sync when a single script is selected,The instances in Studio do not match the files on your disk. Which would you like to keep?,The instances in Studio do not match the files on your disk. Which would you like to keep?
Studio.LiveSync.StartSyncingTitle,Title of start sync dialog on conflict detection,<b>Choose a version to keep</b>,<b>Choose a version to keep</b>
Studio.LiveSync.StudioStreamingNotSupported,Error message shown when attempting to sync an instance under Workspace while Studio Streaming is enabled,Can't sync %1 to disk: Syncing under Workspace is not supported while Studio Streaming is enabled,Can't sync %1 to disk: Syncing under Workspace is not supported while Studio Streaming is enabled
Studio.LiveSync.SymlinkNotSupportedError,Error message shown when a symlink is encountered during sync,Can't sync %1 to disk: Symlinks are not supported,Can't sync %1 to disk: Symlinks are not supported
Studio.LiveSync.SyncSelectedInstancesTo,The context menu text shown for the action StartSyncSelectedInstancesTo for File Sync,Sync Selected Instances to…,Sync Selected Instances to…
Studio.LiveSync.SyncSelectedInstancesToTooltip,The informational tooltip shown for the action StartSyncSelectedInstancesTo for File Sync,Start syncing a multi-selection of Folders and/or Scripts with a directory on disk,Start syncing a multi-selection of Folders and/or Scripts with a directory on disk
Studio.LiveSync.SyncToDirectory,The context menu text shown for the action StartSyncToDirectory for File Sync,Sync with Directory…,Sync with Directory…
Studio.LiveSync.SyncToDirectoryTooltip,The informational tooltip shown for the action StartSyncToDirectory for File Sync,Start syncing a Folder or a Script with children to a directory on disk,Start syncing a Folder or a Script with children to a directory on disk
Studio.LiveSync.SyncToExistingFile,The context menu text shown for the action StartSyncToExistingFile for File Sync,Sync with Existing File…,Sync with Existing File…
Studio.LiveSync.SyncToExistingFileTooltip,The informational tooltip shown for the action StartSyncToExistingFile for File Sync,"Start syncing a Script, LocalScript or ModuleScript with an existing file on disk","Start syncing a Script, LocalScript or ModuleScript with an existing file on disk"
Studio.LiveSync.SyncToNewFile,The context menu text shown for the action StartSyncToNewFile for File Sync,Sync with New File…,Sync with New File…
Studio.LiveSync.SyncToNewFileTooltip,The informational tooltip shown for the action StartSyncToNewFile for File Sync,"Start syncing a Script, LocalScript or ModuleScript with a new file on disk","Start syncing a Script, LocalScript or ModuleScript with a new file on disk"
Studio.LiveSync.WarningAddedImcompatibleInstance,Warning message shown when an added instance is ignored because its type is incompatible.,Instance '%1' is incompatible and will not be synced.,Instance '%1' is incompatible and will not be synced.
Studio.LiveSync.WarningHierarchyBecomeIgnored,Warning message when an instance and its children are no longer synced because their parent instance has an incompatible type.,Syncing stopped for '%1' and its descendants: Parent instance '%2' has an incompatible type.,Syncing stopped for '%1' and its descendants: Parent instance '%2' has an incompatible type.
Studio.LiveSync.WarningIgnoredChildren,Warning that an instance has incompatible children that will not be synced,%1 has children that are incompatible instances which will not be synced,%1 has children that are incompatible instances which will not be synced
Studio.LiveSync.WarningLuaFilesNotSupported,Warning message shown when a .lua file is found in the file system hierarchy. Suggests using .luau instead.,"Can't sync '%1': .lua files are currently not supported, please use the .luau extension","Can't sync '%1': .lua files are currently not supported, please use the .luau extension"
Studio.LiveSync.WarningPathHierarchyMismatch,Warning message suggesting a potential mistake when selected path and hierarchy don't match.,The selected path '%1' doesn't match hierarchy '%2'. Ensure this is the correct target.,The selected path '%1' doesn't match hierarchy '%2'. Ensure this is the correct target.
Studio.LiveSync.WarningUnsupportedProperties,Warns that the instance has unsupported properties which will not be synced,%1 has unsupported properties which will not be synced,%1 has unsupported properties which will not be synced
