Key,Context,Source,en-us
Studio.App.ScriptingCmd.SELECTALLOCCURRENCES,,Select all occurrences,Select all occurrences
Studio.App.ScriptingCmd.SELECTALLOCCURRENCESTooltip,,Add a cursor to all occurrences of the current selection,Add a cursor to all occurrences of the current selection
Studio.App.ScriptingCmd.SELECTNEXTOCCURRENCE,,Select next occurrence,Select next occurrence
Studio.App.ScriptingCmd.SELECTNEXTOCCURRENCETooltip,,"Selects the word at the cursor, or the next occurrence of the current selection","Selects the word at the cursor, or the next occurrence of the current selection"
Studio.App.ScriptingCmd.SELECTPREVIOUSOCCURRENCE,,Select previous occurrence,Select previous occurrence
Studio.App.ScriptingCmd.SELECTPREVIOUSOCCURRENCETooltip,,Select previous occurrence of current selection,Select previous occurrence of current selection
Studio.App.ScriptingCmd.SELECTTooltip,,Select text at the given position,Select text at the given position
Studio.App.ScriptingCmd.SELECTWORD,,Select Word,Select Word
Studio.App.ScriptingCmd.SELECTWORDTooltip,,Select the word under the cursor,Select the word under the cursor
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPT,,Explain Code,Explain Code
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPT.ChatInput,,Explain this code.,Explain this code.
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPTTooltip,,Ask our AI Assistant to explain your selected code,Ask our AI Assistant to explain your selected code
Studio.App.ScriptingCmd.SENDEXPLAINCODEPROMPTUPDATED,Used for the explain code action in studio,Explain,Explain
Studio.App.ScriptingCmd.SHOWFINDREPLACEWINDOW,,Show Find / Replace All window,Show Find / Replace All window
Studio.App.ScriptingCmd.SPLITSELECTIONSINTOLINES,,Add Cursor to Selected Line Ends and Selection End,Add Cursor to Selected Line Ends and Selection End
Studio.App.ScriptingCmd.SPLITSELECTIONSINTOLINESTooltip,,Place cursors at the the end of each line in a multi-line selection and at the end of the selection.,Place cursors at the the end of each line in a multi-line selection and at the end of the selection.
Studio.App.ScriptingCmd.TOGGLECOMMENT,,Toggle Comment,Toggle Comment
Studio.App.ScriptingCmd.TOGGLECOMMENTTooltip,,Toggle selection commenting,Toggle selection commenting
Studio.App.ScriptingCmd.UNFOLDALL,Expand all collapsed folds in the script,Expand Script Folds,Expand Script Folds
Studio.App.ScriptingCmd.UNFOLDALLTooltip,,Expand all collapsed folds in the script,Expand all collapsed folds in the script
Studio.App.ScriptingCmd.UNFOLDBLOCK,,Unfold Code Block,Unfold Code Block
Studio.App.ScriptingCmd.UNFOLDBLOCKTooltip,,Unfold a block of code in the script,Unfold a block of code in the script
Studio.App.ScriptingCmd.UNINDENT,,Unindent,Unindent
Studio.App.ScriptingCmd.UNINDENTTooltip,,Unindent selected line(s),Unindent selected line(s)
